titulo,mais tocada,letra,compositor
Endless Night,0,"A noite não tem fim Felicidade não se paga Mas paga bem Uma boa enfermeira Pra passar a noite inteira Um bom banheiro Sexo no hospital </p>A noite não tem fim Felicidade não se paga Mas paga bem Eu sou o maioral Sensacional Brincos de ouro, grana no bolso E é disco laser que eu ouço</p>Eu sou assim, nasci assim Ouro, rico, famosão Eu tenho mesmo é uma cara de cão</p>",cazuza / george israel
Era Assim,0,Era assim: O homem me ensinava a natureza E eu ia ao seu lado feliz. Sentíamos sob os pés a mesma terra Éramos dois e uma trilha no mato </p>Tinha montanha e o rio E uma floresta que não era Ele falou sobre os tipos de pásaros E o impossível do vôo</p>Depois veio uma praia larga Que o mar brincava de segredo E quando vi que era um sonho Risquei tudo aquilo na areia E o poema ficaou para sempre</p>Era assim: O homem me ensinava a natureza E eu ia em suas costas menino Sentindo o trote firme do seu corpo E a água morna que saía pelos poros...</p>,cazuza
Esse Cara,0,"Ah, esse cara tem me consumido A mim e a tudo que eu quis Com seus olhinhos infantis Com os olhos de um bandido Ah, esse cara tem me consumido A mim e a tudo que eu quis Com seus olhinhos infantis Com os olhos de um bandido Ele está na minha vida porque quer Eu estou para o que der e vier Ele chega ao anoitecer Quando vem a madrugada Ele some Ele é quem quer Ele é um homem e eu sou apenas uma mulher </p>",caetano veloso
Estranha Palavra,0,"Nada e ninguém O tempo todo nada e ninguém Quanto tempo mais será que dá Pra gente levar essa dor Nunca e jamais Palavra de peso Chumbo Nunca mais vou ter você </p>A vida é estranha Com suas despedidas e desencontros Cheia de gente escondida em desespero Trastes, jóias falsas Cansada de não ser ouvida De não ser respeitada</p>Nada e ninguém O tempo todo nada e ninguém Quanto tempo mais será que dá Pra gente viver sem amor Vida e sonho Palavras que voam Pluma Nunca mais vou ter você Adeus.</p>",cazuza
Eu Agradeço,0,"Eu, eu agradeço, Senhor Eu, eu agradeço, Senhor </p>Pois me criei Esta criança que ei sempre hei de ser Por outros seres e desejos Vivos nas estrelas Por ser um rei E não ter que governar a vida</p>Agradeço por ter desobedecido Por ter cuspido no teu altar sagrado E por saber que nunca vou ter fé E vou rir só com um canto da boca</p>Eu, eu agradeço, Senhor Eu, eu agradeço, Senhor</p>Meu coração vai filtrar todo o ódio Como um fígado, e vencer o tédio E na cabeça a dúvida e o medo São os amigos que vão me manter são</p>Eu, eu agradeço, Senhor Ou, ou, ou o que mais então?</p>Se eu vejo a luz e vivo a escuridão E não estou pronto pro grande momento Se eu vejo a luz e vivo a escuridão Agradeço mas não me lamento Por negar também a tua presença Peço licença pra cantar o amor E não esperar jamais a recompensa</p>Eu, eu agradeço, Senhor Eu, eu agradeço, Senhor</p>",george israel / cazuza / nilo romero
Eu Queria Ter Uma Bomba,0,"Solidão a dois de dia Faz calor, depois faz frio Você diz ""já foi"" e eu concordo contigo Você sai de perto, eu penso em suicídio Mas no fundo eu nem ligo Você sempre volta com as mesmas notícias Eu queria ter uma bomba Um flit paralisante qualquer Pra poder me livrar Do prático efeito Das tuas frases feitas Das tuas noites perfeitas </p>Solidão a dois de dia Faz calor, depois faz frio Você diz ""já foi"" e eu concordo contigo Você sai de perto eu penso em homicídio Mas no fundo eu nem ligo Você sempre volta com as mesmas notícias Eu queria ter uma bomba Um flit paralisante qualquer Pra poder te negar Bem no último instante Meu mundo que você não vê Meu sonho que você não crê</p>",cazuza
Eu Quero Alguém,0,"Eu quero alguém Na areia da praia Eu quero alguém Que use calça ou saia Quero alguém É melhor que nada Quero alguém Pra ter do meu lado </p>Pessoa rica Pessoa pobre Pessoa que ouve Pessoa surda Fria, bonita Suja, cheirosa</p>Estou tão só Meus pais não me conhecem Meus amigos são chatos Meu cachorro não me lambe Mas eu quero alguém Quero alguém</p>Eu quero alguém Que me dê um cigarro Quero alguém Que puxe o meu saco Quero alguém Pra ir no cinema Quero alguém Não sou exigente</p>Quero alguém Que seja gentil Quero alguém Que pareça com gente Quero alguém Na hora do jantar Quero alguém No Shopping da Barra</p>Pessoa jovem Pessoa velha Pessoa estranha Pessoa santa Diabólica, matemática Emocionada, despreparada</p>Estou tão só Meus pais não me conhecem Meus amigos são chatos Meu cachorro não me lambe Mas eu quero alguém Quero alguém</p>Eu quero alguém Eu quero alguém Eu quero alguém Eu quero alguém</p>",cazuza / renato rocketh
Eu Quero Mel,0,Olha a toca Que o meu negócio é cair logo de boca Olho a olho Que dessa fruta eu já chupei o caroço Eu sou um cara bem sambado Conheço tudo o que é escuro E o que é cruel O que é cruel no mundo Eu já aprendi de dez Agora eu quero mel Todo o mel Que eu puder sugar Que eu puder jorrar Pra te dar. </p>,cazuza
Exagerado,1,"Amor da minha vida Daqui até a eternidade Nossos destinos Foram traçados na maternidade </p>Paixão cruel, desenfreada Te trago mil rosas roubadas Pra desculpar minhas mentiras Minhas mancadas</p>Exagerado Jogado aos teus pés Eu sou mesmo exagerado Adoro um amor inventado</p>Eu nunca mais vou respirar Se você não me notar Eu posso até morrer de fome Se você não me amar</p>E por você eu largo tudo Vou mendigar, roubar, matar Até nas coisas mais banais Pra mim é tudo ou nunca mais</p>Exagerado Jogado aos teus pés Eu sou mesmo exagerado Adoro um amor inventado</p>E por você eu largo tudo Carreira, dinheiro, canudo Até nas coisas mais banais Pra mim é tudo ou nunca mais</p>Exagerado Jogado aos teus pés Eu sou mesmo exagerado Adoro um amor inventado</p>Jogado aos teus pés Com mil rosas roubadas Exagerado Eu adoro um amor inventado</p>Jogado aos teus pés Eu sou mesmo exagerado Adoro um amor inventado</p>",cazuza / ezequiel neves / leoni
Exagerado 3.0,0,"Amor da minha vida Daqui até a eternidade Nossos destinos Foram traçados na maternidade </p>Paixão cruel, desenfreada Te trago mil rosas roubadas Pra desculpar minhas mentiras Minhas mancadas</p>Exagerado Jogado aos teus pés Eu sou mesmo exagerado Adoro um amor inventado</p>Eu nunca mais vou respirar Se você não me notar Eu posso até morrer de fome Se você não me amar</p>E por você eu largo tudo Vou mendigar, roubar, matar Até nas coisas mais banais Pra mim é tudo ou nunca mais</p>Exagerado Jogado aos teus pés Eu sou mesmo exagerado Adoro um amor inventado</p>E por você eu largo tudo Carreira, dinheiro, canudo Até nas coisas mais banais Pra mim é tudo ou nunca mais</p>Exagerado Jogado aos teus pés Eu sou mesmo exagerado Adoro um amor inventado</p>Jogado aos teus pés Com mil rosas roubadas Exagerado Eu adoro um amor inventado</p>",cazuza / ezequiel neves / leoni
Experiência,0,"Antes de pegar este aviãozinho Tenho que te provar alguma coisa </p>Eu tentei,não consegui porque Tem coisas Que a gente não consegue vencer mesmo</p>Vou pra outras plagas Ver se esta minha doença passa E se eu posso rapidinho Ter o destino como o de todo mundo.</p>",cazuza
Fase,0,Depois que eu descobri que era triste As tardes ficaram mais azuis Eu descobri. Eu sou triste Depois que eu levei porrada Qque os urubus se mostraram Depois da ingenuidade Entrei numa fase estranha Não reviro cores Não explodo a luz Estou sentado esperando Como os velhos palhaços do blues O namorado que levou um bolo Um garoto perdido dos pais </p>,cazuza
Faz Parte do Meu Show,1,"Te pego na escola e encho a tua bola Com todo o meu amor Te levo pra festa e testo o teu sexo Com ar de professor </p>Faço promessas malucas Tão curtas quanto um sonho bom Se eu te escondo a verdade, baby É pra te proteger da solidão</p>Faz parte do meu show Faz parte do meu show, meu amor</p>Confundo as tuas coxas Com as de outras moças Te mostro toda a dor</p>Te faço um filho Te dou outra vida pra te mostrar quem sou Vago na lua deserta das pedras do Arpoador Digo alô ao inimigo Encontro um abrigo no peito do meu traidor</p>Faz parte do meu show Faz parte do meu show, meu amor</p>Invento desculpas, provoco uma briga Digo que não estou Vivo num clipe sem nexo Um Pierrot retrocesso Meio bossa nova e rock'n roll</p>Faz parte do meu show Faz parte do meu show, meu amor</p>Confundo as tuas coxas com as de outras moças Te mostro toda a dor Te faço um filho Te dou outra vida pra te mostrar quem sou Vago na lua deserta das pedras do Arpoador Digo alô ao inimigo Encontro um abrigo no peito do meu traidor</p>Faz parte do meu show Faz parte do meu show, meu amor</p>Meu amor, meu amor, meu amor</p>",cazuza / renato ladeira
Festa de São João,0,"A noite é meu pé de vento Prática da solidão A rua é fria e serena Seus faróis ao relento Estrelas de mercúrio e prata Um índio sem tribo vagava Em pleno coração da mata Brilha nas poças de água O fogo que a chuva apagou A noite é tão linda A vida é tão bela São João, acende a fogueira Do meu coração </p>",cazuza
Filho Único,0,Você me quer? Você cuida de mim? Mesmo que eu seja uma pessoa egoísta e ruim? </p>Você me aceita E me dá a receita De como conviver com um monstro mesquinho e careta?</p>Você me respeita Não grita comigo Mesmo que eu tente tudo pra te irritar</p>Você tem que entender Que eu sou filho único Que os filhos únicos são seres infelizes</p>Eu tento mudar Eu tento provar que me importo com os outros Mas é tudo mentira (tudo mentira)</p>Estou na mais completa solidão Do ser que é amado e não ama Me ajude a conhecer a verdade A respeitar meus irmãos E a amar quem me ama</p>,cazuza / joao reboucas
Filosofia de Calçada,0,"Meu pensamento voa Pelo chão Cheio de raiva Gana e atenção Feito esse poema bobo Amassado no meu bolso </p>Em que bar será Que você fica rindo Daquele amor Que eu achava tão lindo?</p>Meu coração é esperto, meu bem Não vai parar de bater por você Nem por ninguém</p>Meu pensamento voa Pelo chão Cheio de raiva Gana e atenção Feito esse poema bobo Amassado no meu bolso</p>Em que bar será Que você fica rindo Daquele amor Que eu achava tão lindo?</p>Meu coração é esperto, meu bem Não vai parar de bater por você Nem por ninguém Nem por ninguém Não vai não Não vai parar</p>",cazuza / roberto frejat
Flecha Cega,0,"...e ter ainda uma porrada de saques e jogadas brilhantes: te ganho pela insistência com todas as bandeiras e saltos mortais, demências todos os modos de ter por enquanto de te flechar feito flecha cega: eu miro o índio que sou no teu ser e alcança apenas pequenas viagens sóbrias sem carnaval nem samba, é óbvio óbvio que somos parecidos nessa mania de se descartar rápido de tudo quando me encargo de sintonizar a vida e desligo rádios, carros e aviso: se prepare porque hoje estou meio impreciso longe e me doem entranhas, braço e cabeça </p>",cazuza
Fracasso,0,"O fracasso parece nome de perfume Daqueles ocres vagabundos E ninguém está pronto a dizer: ""Sou um fracassado"" Aos 20 anos, estudante O pior da sala, mas o mais aplicado Depois os empregos vão mudando: ""O meu patrão não tá com nada"" ""Esse trabalho não é pra mim"" Se chega aos 30 Ainda morando em casa A criança grande do fracasso Às vezes são pessoas inteligentes Que não dão sorte Às vezes pretensiosos e invejosos Mas eu tenho a impressão Que todos nós somos fracassados Eu, por exemplo: não amo... </p>",cazuza
Fratura (Não) Exposta,0,"Fratura exposta À luz do dia A posta em prática No final da noite Sorteio sul e norte O desnorteio Perigo à vista Queima roupa sem dor </p>Fratura exposta Check-up sentimental Fratura exposta Strip-tease radical Fratura exposta Tirando a roupa devagar Carne morta de amor</p>Fratura exposta Na porta dos açougues Pra quem não sabe Tive vários amores Esses anos todos Guardei fotos e cores Pra quem não sabe Já parti corações É a minha vez De ser jogado aos leões À arena, à sorte, à morte Ao desnorteio</p>Perigo à vista Queima roupa sem dor</p>",cazuza / ezequiel neves / pisca
Frescobol,0,"Espero agora um potente saque. Pronto! Não te neguei fogo, entrei para a história E o meu corpo feito mola vai e vem de novo em folha Louco de vontade, de modo que aqui estou Sem um arranhão e sempre nas bocas </p>ENTÃO RAPTE-ME PELO MENOS!</p>Risca aquele azul diferente que vem na onda De um delicioso jacaré</p>Viva o sol da beleza, do bom humor carioca e da Riqueza que Deus não pede esmola</p>Subitamente assalta.</p>",cazuza
Garota de Bauru,0,"Eu conheci uma garota em Bauru Quinze anos de vida e cinco de rebu Na lanchonete principal era a rainha Com suas minissaias sem bainha Os pais choravam Os irmãos ameaçavam E ela nem aí, maravilhosa Gostosa em sua vulgaridade Feliz com sua sinceridade </p>A garota de Bauru Não é um sanduíche A garota de Bauru Não é um personagem triste</p>Gosta de ouvir Lulu Santos E acha o Cazuza um anjo Não perde um show do Paralamas Depois, no hotel, ela entra numas No dia seguinte chega em casa Com a maquiagem toda borrada Toma café e leva porrada O pai chama de puta A mãe, que ela é maluca E a garota de Bauru Vai dormir sem culpa</p>A garota de Bauru A garota de Bauru</p>Quando as bandas vão embora Volta ao tédio e à velha lanchonete Fica um papel com um nome Com um nome e a fama de tiete A garota de Bauru só quer um futuro (futuro) Quer ser feliz no mundo grande E pra isso tem que ser medíocre Tem que ser diferente de uma pizza</p>A putinha de Bauru A Janis Joplin de Bauru Como é linda assim de azul Pois nunca vai vestir seu vestido de noiva E o véu que esconde a grande guerra Nunca, nunca vai casar ou ter filhos Porque a garota de Bauru Vai fugir e achar a sua família</p>",cazuza / joao reboucas
Gatinha de Rua,0,Por todos os lugares  Mofados da cidade  Te levei pela coleira  Acariciando seu pêlo  Gatinha de rua  Sem nenhuma estimação  Gatinha de rua  Brincar de amar foi tão bom  Brincar de amar foi tão bom  </p>Gatinha de rua  Gatinha de rua  E te dei leite  Nas horas certas  Pra você parar em casa  Tranquei todas as janelas  Pra te prender mas já era  Agora já trocou de dono  Abandonou o meu sonho  Pelos bares do Leblon  Fez um estrago em minha vida  Viciada e colorida  Mas brincar de amar foi bom  Mas brincar de amar foi tão bom  Gatinha de rua  Gatinha de rua</p>,cazuza / roberto frejat
"Glória, Junkie Bacana",0,"Meu caro vizinho Eu sou um cara legal Meu telefone é 477 etc. e tal Ontem à noite exagerei no barulho Eu peço que me desculpe </p>Eu sei que é demais Mijar na janela Chamando por Deus E gritando o nome dela</p>Todo grande amor incomoda E o mundo todo, todo, tem que saber Que ela errou, e eu errei Então eu declarei guerra</p>Paz na terra é só pra quem tem coragem Quem perde no amor sempre faz papel de covarde Faz bobagem, faz bobagem Ho, ho!</p>Meu caro vizinho Não me leve a mal Depois que eu fiquei sozinho Dei pra beber bem além do normal E a fazer coisas meio sem sentido</p>E é desse jeito Que eu tenho vivido Não leve a mal Um cara assim tão a perigo E no mais, um abraço Meu prezado amigo</p>",cazuza / lobao
Guerra Civil,0,Paro no meio da rua Me atropelei demais Alguém pergunta as horas Ou então vai me matar </p>Freiras lésbicas assassinas Fadas sensuais Me vigiam do décimo andar</p>Tem sempre um lugar Aonde você não está</p>Paro no meio da noite (da noite) Procuro a tua mão Você tá tão distante (distante) Num sonho que eu nem sei</p>O pensamento é a guerra A guerra civil do ser Entro no teu corpo Quero te conhecer</p>Tem sempre um lugar Onde você não está</p>Paro no meio de tudo Que eu tive e que eu não tive Já me esqueci de tudo De tudo o que eu te disse</p>Foram frases decoradas Tristes e sagradas Feito missas toda a madrugada Tem sempre um lugar Onde você não está</p>,cazuza / ritchie
Heavy Love,0,"Eu não sei se é dia ou noite Por favor, não conte, é Tire o fone do gancho E grite meu nome </p>Feche a cortina Desligue o rádio A televisão sem som Já é um bonito quadro</p>Pro nosso amor descarado Virado (virado) O mundo lá fora Não vale pra nada (pra nada)</p>Eu não sei se o nosso caso Vai durar ou não Se o que sinto por você É doença ou paixão</p>Acenda as luzes todas Perca a razão Vem, me procura e encaixa (encaixa) No escuro do meu coração</p>Pro nosso amor descarado Virado (virado) O mundo lá fora Não vale pra nada (pra nada) Eu não sei se o nosso caso Vai durar ou não</p>Eu não sei se o nosso caso Vai durar ou não Se o que sinto por você É doença ou paixão</p>Acenda as luzes todas Perca a razão Vem, me procura e encaixa (encaixa) No escuro do meu coração</p>",frejat / cazuza
Hei Rei,0,"Seus olhos são tristes E fundos como os meus E os meus cabelos já não têm mais caracóis </p>Você é um rei E eu, um barão Eternamente vermelho Totalmente doidão</p>Nós dois cantamos o amor E aprendemos a aceitar a dor E a tua voz me acalma o coração</p>Nós dois fumamos tranqüilos O cigarro proibido Prometemos o céu Pra cada homem ou mulher</p>Somos seres delicados Somos dois exagerados</p>Hei, Rei! Eu também errei Estamos na estrada certa A trilha louca do poeta</p>Você tem uma ideologia Eu tenho outra opinião</p>Você é o pierrô-retrocesso Com a graça de Deus Tamos fazendo sucesso</p>Hei, Rei! Eu também errei Estamos na estrada certa A trilha louca do poeta</p>",cazuza / roberto frejat
Hoje,0,"Você na cidade Em alguma esquina À minha espera </p>Rodei todas as lanchonetes Tendo idéias perversas Me lembrei tanto Golpes espertos Senti cada vez mais perto</p>Encontros rápidos Caetanos, robertos Amigos curtiam Bares repletos</p>De repente nenhum som.</p>",cazuza
Hot Dog,0,Eu não te pago nem um hot-dog Não te quero mais Ficar contigo sempre foi um bode Eu não suporto mais Você cortava a minha onda Agora vê se me deixa em paz </p>Eu não te pago nem um hot-dog Eu te quero mal Cansei de ouvir essa conversa mole Você não é normal E agora vou saindo fora Que eu já estou passando mal</p>,nao identificado
Ideologia,1,Meu partido É um coração partido E as ilusões Estão todas perdidas Os meus sonhos Foram todos vendidos Tão barato que eu nem acredito Ah! Eu nem acredito </p>Que aquele garoto Que ia mudar o mundo Mudar o mundo Frequenta agora As festas do Grand Monde</p>Meus heróis Morreram de overdose Meus inimigos Estão no poder Ideologia! Eu quero uma pra viver Ideologia! Eu quero uma pra viver</p>O meu prazer Agora é risco de vida Meu sex and drugs Não tem nenhum rock 'n' roll Eu vou pagar A conta do analista Pra nunca mais Ter que saber Quem eu sou Ah! Saber quem eu sou</p>Pois aquele garoto Que ia mudar o mundo Mudar o mundo Agora assiste a tudo Em cima do muro Em cima do muro!</p>Meus heróis Morreram de overdose Meus inimigos Estão no poder Ideologia! Eu quero uma pra viver Ideologia! Pra viver</p>Pois aquele garoto Que ia mudar o mundo Mudar o mundo Agora assiste a tudo Em cima do muro Em cima do muro</p>Meus heróis Morreram de overdose Meus inimigos Estão no poder Ideologia! Eu quero uma pra viver Ideologia! Eu quero uma pra viver Ideologia! Pra viver Ideologia! Eu quero uma pra viver</p>,cazuza / roberto frejat
Incapacidade de Amar,0,"Vai embora, não Fica mais Homem nenhum do mundo Vai te dar tanto carinho Homem nenhum, nem mulher, nem pai, nem mãe Homem nenhum Vai aturar a tua loucura </p>A tua cabaça dura Que só eu sei tem cura Que só eu mesmo pra desculpar Por tanta incapacidade de amar</p>A mim e a você Pensa bem Homem nenhum do mundo vai ter tanta paciência Homem nenhum, nem pai, nem mãe Nem a ciência Vê se entende Pára e pensa</p>Outra pessoa pode Tirar você do bode Mas só eu mesmo pra desculpar Por tanta incapacidade de amar</p>",cazuza / leoni
Inútil II,0,"Inútil saber teus segredos Eles são teus, nem teus nem meus São problemas necessários A nossa formação Lógico que te amo </p>Meu amo, meu plano futuro Te quero bem junto, bem longe de mim Tempo de dormir, o vento blowing Bonito Preciso de ti</p>Meu amor intelectual Quer tudo; igual Ao café das três Sou um inútil, um ser perdido Um coração despedido do emprego</p>Meu nego, te amo de verdade Estou aqui, eu e a realidade Devagar, benzinho Vamos devagar, vamos devagar</p>Sou inútil, inútil e fútil Quero os brincos e as jóias Paranóias, e o tempo mudou Está calor agora</p>",arnaldo brandao / cazuza
João,0,"João meu pai, herói padrasto João boa-pinta e valentão John of Julia, que não te quis João é João em toda parte João e Maria, João de Deus João da Bênção Pra não sei o quê João no colégio, no privilégio João do morro, João que é médium João é nome de uma cara sério Cobra michê caro, Joãozinho barato João do Pulo, João do céu E Jean Marhis, João American Pai João ajuda desesperados Mostra caminhos que às vezes dão errado Eu gosto de João puro É o filho, é o ""véio"", que eu vou adotar É pirralho que eu vou ensinar a nadar João Japão, será que tem? João tão velho no seu caixão João da Mata, João que mata Protejam os Joões nesta regata </p>",cazuza / raimundo fagner
Jornais,0,"Como um jornal abro a janela E vejo bancas, café da manhã Jornais As pessoas lêem jornais Futilidades de um lado Filho que matou o pai do outro Porque o pai não o amava Grupo de jovens mineiros Profanam sepulturas E curram senhoras recém-falecidas XUXA peida e se caga Fulana de tal usa Ban sem cheiro </p>Jornais são perigosos Porque você pode chorar Eu choro, eu leio jornais</p>Jornais Verdade, mentira Jornais Porrada na cara Mickey Rourke Almodovar Não vivo sem jornais Cubro minha casa com jornais E ainda servem pra embalar o lixo</p>",cazuza
Jovem,0,"Jovem, bicho revoltado Mamãe roubou suas revistas De sacanagem Jovem, papai tá ocupado Não é só você Que come a empregada Jovem, você tá muito avançado Seus amigos desconfiam Que você é veado </p>Antigamente era mais fácil Ser a grande novidade Você vai ser alistado pela faculdade Jovem, não vai chegar tarde A sociedade está pronta pra ligar o alarme</p>Jovem, seu primeiro amor Acabou de repente no elevador Jovem, você também votou errado Porque não viu que o futuro Às vezes repete o passado E o mundo inteiro parece escapar Entre os seus erros</p>Lavando a cara de manhã Pergunta pro espelho Afinal, quem é você Jovem, a grande novidade Jovem</p>",arnaldo brandao / cazuza
Justiça,0,"Porque não há justiça no mundo Não acredito em justiça Porque não há justiça no mundo Não acredito em justiça </p>Deus é mau, Deus é mau Mau e mau</p>Porque uns sofrem à beça Sem ter feito nada a ninguém Outros, como eu, são doentes e sentem dor Outros voam de asa-delta E nadam no mar</p>Porque não há justiça na terra Na terra não há justiça Porque não há justiça na terra Não acredito em justiça Deus é mau, Deus é mau, Deus é mau</p>Uns encontram o amor Outros, como eu Não se encaixam em ninguém Aceito a morte e a vida eterna Mas é muito sofrimento E já não estou aguentando mais</p>Porque não há justiça no mundo Não há justiça no mundo Não acredito em justiça Deus é mau, Deus é mau, Deus é mau</p>Estou cansado de sonhar em vão De lutar em vão Só resta pedir a Deus mau Compaixão Se ajoelhar e pedir perdão Perdão pelo mal que fizemos a outras pessoas Em outras encarnações</p>Porque não há justiça na terra Terra não há justiça Não há justiça na terra Na terra não há justiça Deus é mau, Deus é mau, Deus é mau</p>",cazuza / joao reboucas
Largado No Mundo,0,"O que você quer com esse papo Eu não sei Me paga um trago Que eu dichavo o meu Tudo o que eu falo É piração, é bobagem Porque pra mim Qualquer viagem é viagem Largado no mundo Eu vivo largado no mundo Largado no mundo Eu vivo largado no mundo Na minha cabeça Toca ""Free again"" De esquina em esquina De vintém em vintém Mando mensagens Quase sempre em vão Palavra que eu sou bom Ah, eu sou tão... Largado no mundo Eu vivo largado no mundo Largado no mundo E nessa trip eu vou fundo Mas Deus protege Quem vive sem casa Pro bem dos homens Fez a cobra sem asa Sem teto hoje Amanhã no Sheraton Eu entro em todas Sem sair do tom Chiquita Bacana Aurora em Copacabana Largado no mundo Eu vivo largado no mundo </p>",cazuza
Lembre-se de Mim,0,"Se você ver um par de sapatos, um pra cima outro pra baixo Ou um surfista elegante, de sociedade Se você sentir que está ventando demais e não tiver agradável O vento que tava tão bom Então se lembre de mim Com o meu cinismo </p>Um amor como o nosso está fadado a acabar E eu já não tenho mais fôlego pra soprar a fogueira Você parece uma barata tonta, envenenada por Rodox E teu barato tá muito descoordenado E desse jeito não vai dar Então se você ver um tarado na escada Lembre-se de mim Um vira-lata emocionado Lembre-se de mim Lembre-se de nós e a nuvem alaranjada Lembre-se do nosso amor Com as decisões que tomamos juntos Das nossas músicas malucas E esse talento de tomar a cena de assalto Pagamos o preço, por não sermos medíocres E gargalhamos de tudo Lembre-se disso quando for falar mal de mim Quando me atacar pelas costas Lembre-se da nuvem e da luz Alaranjada do lustre do quarto</p>",cazuza / roberto frejat
Luz Negra,0,Sempre só eu vivo procurando alguém que sofra como eu também mas não consigo achar ninguém </p>Sempre só E a vida vai seguindo assim Não tenho quem tem dó de Mim Tô chegando ao fim</p>A luz negra de um destino Cruel Ilumina um teatro sem cor Onde eu tô representando o Papel Do palhaço do amor</p>Sempre só E a vida vai seguindo... vai Seguindo assim Não tenho quem tem dó de Mim Tô chegando ao fim</p>A luz negra de um destino Cruel Ilumina um teatro sem cor Onde eu tô representando o Papel Do palhaço do amor</p>Sempre só E a vida vai seguindo assim Não tenho quem tem dó de Mim Eu tô chegando ao fim</p>Eu tô chegando ao fim Eu tô chegando ao fim Eu tô chegando ao fim</p>,nelson cavaquinho
Maior Abandonado,1,"Eu tô perdido Sem pai nem mãe Bem na porta da tua casa Eu tô pedindo A tua mão E um pouquinho do braço </p>Migalhas dormidas do teu pão Raspas e restos Me interessam Pequenas porções de ilusão Mentiras sinceras me interessam Me interessam, me interessam</p>Eu tô pedindo A tua mão Me leve para qualquer lado Só um pouquinho De proteção Ao maior abandonado</p>Teu corpo com amor ou não Raspas e restos me interessam Me ame como a um irmão Mentiras sinceras me interessam Me interessam</p>Migalhas dormidas do teu pão Raspas e restos Me interessam Pequenas poções de ilusão Mentiras sinceras me interessam Me interessam, me interessam</p>Estou pedindo A tua mão Me leve para qualquer lado Só um pouquinho De proteção Ao maior abandonado</p>",cazuza / frejat
Maioridade,0,"Agora eu sei quanto eu cresci Já acredito no meu caminho Se até agora eu tô vivo É que deve ser verdade. </p>Vejo a cidade de minha janela Debruçado nos meus erros Extravagantes e comuns</p>Me guio sem razão À casa de um homem Ao coração de uma mulher Mas meu amor não é ficção Agora eu sei, nem contramão</p>Agora eu sei Que cresci Junto com os meus pecados E aprendi como eles são engraçados</p>Eu já vivi de tudo um pouco Mas tô esperando um truque novo Que me largue caindo Do alto de um abismo</p>O tempo vai dizer Se o que espero me interessa Se eu levo a vida Ou se é ela que me leva.</p>",cazuza / denise barroso / frejat / guto goffi
Mais Feliz,0,"O nosso amor não vai parar de rolar De seguir e fugir como um rio Como uma pedra que divide o rio Me diga coisas bonitas </p>O nosso amor não vai olhar para trás Desencantar nem ser tema de livro A vida inteira eu quis um verso simples Pra transformar o que eu digo</p>Rimas fáceis, calafrios Fura o dedo, faz um pacto comigo Por um segundo teu no meu Por um segundo mais feliz</p>",bebel gilberto / cazuza
Mal Necessário,0,"A polícia é um mal necessário A família é um mal necessário Um mal necessário O veneno da boca da cobra A lixeira do luxo que sobra Um mal necessário Mil caras vão pintar no meu caminho Todas elas, rosas e espinhos Mil promessas vão se cumprir. </p>A família é um mal necessário A política é um mal necessário Um mal necessário Tudo isso é um mal necessário As ruas cheias de gente procurando Comprando e vendendo coisas É importante se ir ao inferno Ficar uma semana</p>",cazuza
Mal Nenhum,0,"Nunca viram ninguém triste? Por que não me deixam em paz? As guerras são todas tão tristes E não tem nada demais </p>Me deixem, bicho acuado Por um inimigo imaginário A correr atrás dos carros Feito um cachorro otário</p>Me deixem, ataque equivocado Por um falso alarme Quebrando objetos inúteis Como quem leva uma porrada</p>Me deixem amolar e esmurrar A faca cega, cega da paixão E dar tiros a esmo e ferir O mesmo cego coração</p>Por isso não escondam suas crianças Nem chamem o síndico Nem chamem a polícia Nem chamem o hospício, não</p>Eu não posso causar mal nenhum A não ser a mim mesmo A não ser a mim mesmo A não ser a mim</p>",lobao / cazuza
Malandragem,0,"Quem sabe eu ainda Sou uma garotinha Esperando o ônibus Da escola, sozinha </p>Cansada com minhas Meias três quartos Rezando baixo Pelos cantos Por ser uma menina má</p>Quem sabe o príncipe Virou um chato Que vive dando No meu saco Quem sabe a vida É não sonhar</p>Eu só peço a Deus Um pouco de malandragem Pois sou criança E não conheço a verdade Eu sou poeta E não aprendi a amar Eu sou poeta E não aprendi a amar</p>Bobeira É não viver a realidade E eu ainda tenho Uma tarde inteira Eu ando nas ruas Eu troco um cheque Mudo uma planta de lugar Dirijo meu carro Tomo o meu pileque E ainda tenho tempo Pra cantar</p>Eu só peço a Deus Um pouco de malandragem Pois sou criança E não conheço a verdade Eu sou poeta E não aprendi a amar Eu sou poeta E não aprendi a amar</p>Eu ando nas ruas Eu troco um cheque Mudo uma planta de lugar Dirijo meu carro Tomo o meu pileque E ainda tenho tempo Pra cantar</p>Eu só peço a Deus Um pouco de malandragem Pois sou criança E não conheço a verdade Eu sou poeta E não aprendi a amar Eu sou poeta E não aprendi a amar</p>Quem sabe eu ainda sou Uma garotinha</p>",cazuza / roberto frejat
