titulo,mais tocada,letra,compositor
Brigitte Bardot,0,"Deus é amor sem segredo Nos olhos do cachorro E a todo animal que ele quis Que visse Sua obra já pronta. Morro de medo dos teus olhos Sem palavras Bigorrilhos, duques e xerifes Porque me viciei em sons Codificados Porque eu sei que amar é Abanar o rabo Lamber, latir e dar a pata. </p>",cazuza
Bruma,0,"Existe a bruma Nas noites de sábado E a correria Dos casais que se encontram Bruma é umidade E sexo também Então a bruma É o que não se pode ver Sem o requinte da tristeza </p>A vida sem bruma Não é vida humana A tarde sem bruma, ao luar Por exemplo, um casal de namorados no sol A garganta seca na praia A praia da bruma A praia da bruma</p>Hoje é um dia Um dia de bruma Bruma, bruma, bruma, bruma Brahma gelada</p>Cheirem a bruma No melhor sentido Bocejem a bruma Comam a bruma É a melhor coisa do mundo</p>",cazuza / arnaldo brandao
Burguesia,1,"A burguesia fede A burguesia quer ficar rica Enquanto houver burguesia Não vai haver poesia </p>A burguesia não tem charme nem é discreta Com suas perucas de cabelos de boneca A burguesia quer ser sócia do Country A burguesia quer ir a New York fazer compras</p>Pobre de mim que vim do seio da burguesia Sou rico mas não sou mesquinho Eu também cheiro mal Eu também cheiro mal</p>A burguesia tá acabando com a Barra Afunda barcos cheios de crianças E dormem tranqüilos E dormem tranqüilos</p>Os guardanapos estão sempre limpos As empregadas, uniformizadas São caboclos querendo ser ingleses São caboclos querendo ser ingleses</p>A burguesia fede A burguesia quer ficar rica Enquanto houver burguesia Não vai haver poesia</p>A burguesia não repara na dor Da vendedora de chicletes A burguesia só olha pra si A burguesia só olha pra si A burguesia é a direita, é a guerra</p>A burguesia fede A burguesia quer ficar rica Enquanto houver burguesia Não vai haver poesia</p>As pessoas vão ver que estão sendo roubadas Vai haver uma revolução Ao contrário da de 64 O Brasil é medroso Vamos pegar o dinheiro roubado da burguesia Vamos pra rua Vamos pra rua Vamos pra rua Vamos pra rua Pra rua, pra rua</p>Vamos acabar com a burguesia Vamos dinamitar a burguesia Vamos pôr a burguesia na cadeia Numa fazenda de trabalhos forçados Eu sou burguês, mas eu sou artista Estou do lado do povo, do povo</p>A burguesia fede - fede, fede, fede A burguesia quer ficar rica Enquanto houver burguesia Não vai haver poesia</p>Porcos num chiqueiro São mais dignos que um burguês Mas também existe o bom burguês Que vive do seu trabalho honestamente Mas este quer construir um país E não abandoná-lo com uma pasta de dólares O bom burguês é como o operário É o médico que cobra menos pra quem não tem E se interessa por seu povo Em seres humanos vivendo como bichos Tentando te enforcar na janela do carro No sinal, no sinal No sinal, no sinal</p>A burguesia fede A burguesia quer ficar rica Enquanto houver burguesia Não vai haver poesia</p>",george israel / cazuza / ezequiel neves
Camila Camila,0,"Depois da última noite de festa Chorando e esperando, amanhecer, amanhecer As coisas aconteciam Sem explicação, com alguma explicação Depois da última noite de chuva Chorando e esperando, amanhecer, amanhecer As vezes peço a ele, que vá embora ahh Que vá embora ahh Ohh! </p>Camila ahh, Camila, Camila</p>E eu que tenho medo até de suas mãos Mas o ódio cega e você não percebe Mas o ódio cega E eu que tenho medo até do seu olhar Mas o ódio cega e você não percebe Mas o ódio cega</p>A ausência do silêncio daquelas tardes Daquelas tardes Da vergonha do espelho, naquelas marcas Daquelas matas Havia algo de insano, naqueles olhos Olhos insanos Os olhos que passavam o dia, a me vigiar A me vigiar, ohh</p>Camila ahh, Camila, Camila</p>Camila ahh ohh, Camila, Camila</p>E eu que tinha apenas 17 anos Baixava minha cabeça pra tudo Era assim que as coisas aconteciam Era assim que eu via tudo acontecer</p>E eu que tinha apenas 17 anos Baixava minha cabeça pra tudo Era assim que as coisas aconteciam E era assim que eu via tudo acontecer</p>Camila ahh ohh, Camila</p>Camila ahh ohh, Camila, Camila</p>Camila ahh ohh, Camila, Camila</p>Ohh</p>",carlos stein / sady homrich
Carente Profissional,0,"Tudo azul No céu desbotado E alma lavada Sem ter onde secar Eu corro, eu berro Nem dopante me dopa A vida me endoida Eu mereço um lugar ao sol Mereço ganhar prá ser Carente profissional Carente... Se eu vou pra casa Vai faltando um pedaço Se eu fico, eu venço Eu ganho pelo cansaço Dois olhos verdes Da cor da fumaça E o veneno da raça Eu mereço um lugar ao sol Mereço ganhar pra ser Carente profissional Carente... Levando em frente Um coração dependente Viciado em amar errado Crente que o que ele sente É sagrado E é tudo piada E é tudo piada Eu mereço um lugar ao sol Mereço ganhar pra ser Carente profissional Carente... </p>",cazuza
Carne de Pescoço,0,"Andava tão calmo Dava pra desconfiar Levando a minha vida Sem me preocupar Você pintou Eu tava quieto no meu canto Curtiu com a minha cara Foi me provocando Pensando que eu fosse Entrar no teu jogo Brincar de apaixonar O coração de um bobo Depois tirar o corpo fora Pra variar Achando otário todo o cara Que quer te amar </p>Baby, você marcou touca Porque eu sou carne de pescoço Você topou com um louco Pra se livrar de mim Vai ser fogo! Vai ser fogo!</p>",nao identificado
Carreirinha,0,Exausto De correr sabendo Que não tem ponto de chegada Nem beijo de namorada </p>O ar entra e sai O mar vem e vai Você nada</p>Assopra que passa Fala que esquece Chora que molha Martelada no dedo Por exemplo</p>Teu rosto Meu posto de observação solitária Meu gosto pelo amargo Pelo que arde</p>Nem canto nem berro surdo Nem lamento O lobo uiva Pra se mostrar pra Deus São frias e distantes Terras por onde te passeio A peito nu. Dói...</p>,cazuza
Carta Dani,0,"Escrevo numa tarde cinzenta e fria Trabalho pra espantar a solidão e meus pensamentos Hoje assumi em público minha doença Estou mais leve, mais livre Mais ainda tenho muitos medos Medo de voar, de amar Medo de morrer, de ser feliz Medo de fazer análise e perder inspiração Ganho dinheiro cantando minhas desgraças Comprar uma fazenda, fazer filhos Talvez seja uma maneira de ficar pra sempre na terra Porque discos arranham e quebram Amor Cazuza </p>",cazuza
Cartão Postal,0,"Pra que sofrer com despedida Se quem parte não leva Nem o sol, nem as trevas E quem fica não se esquece tudo que sonhou I know </p>Tudo é tão simples que cabe num cartão postal E se a história é de amor Não pode acabar mal O adeus traz a esperança escondida Pra que sofrer com despedida? Se só vai quem chegou E quem vem vai, vai partir Você sofre, se lamenta Depois vai dormir Sabe</p>Alguém quando parte é por que outro alguém vai chegar Num raio de lua, na esquina, no vento ou no mar Pra que querer ensinar a vida? Pra que sofrer? Baby só vai quem chegou E que vem vai partir Você sofre, se lamenta Depois vai dormir Sabe</p>Alguém quando parte é por que outro alguém vai chegar Num raio de lua, na esquina, no vento ou no mar Pra que querer ensinar a vida? Pra que sofrer com despedida?</p>",paulo coelho / rita lee
Cavalos Calados,0,O termômetro registrou A enfermeira confirmou E o padre encomendou A minha morte aparente A minha sorte Minha camisa rasgada No peito correndo óleo diesel </p>O relógio alarmou A TV anunciou O hotel todo pirou Na minha morte preto e branca A sua sorte E o seu durex já não cola Já não basta o tapa-olho</p>Meu pulso não pulsou O aparelho aceitou E o médico pirou A minha morte aparente A sua sorte Minha garganta sem voz E a minha morte veloz</p>O termômetro registrou O aparelho aceitou A enfermeira confirmou E o padre encomendou</p> Meu corpo tem 2 mil cavalos calados...</p>,raul seixas
Certo Dia Na Cidade,0,"Já nem sei quanto tempo faz Ele foi como quem se distrai Viu na cor de um som a cor que atrai Foi num solo que não volta atrás </p>Tchau, mãezinha, fui beijar o céu A vida não tem tamanho Tchau, paizinho, eu vou levando fé É tudo luz e sonho É tudo luz e sonho</p>Eu vou viver, vou sentir tudo Eu vou sofrer, eu vou amar demais</p>Ei, garoto, a força que me conduz É leve e é pesada É uma barra de ferro jogada no ar Eu vou levando fé Eu vou levando fé</p>",cazuza / guto goffi / mauricio barros
Champanhe e Gentileza,0,"Por cantos sem cantar nós somos Velhos escroques sem futuro Esperando que a mão da morte Escreva por ela mesma Pulando sobre a lua As vacas e Jesus Enormes paisagens de plantações sem futuro </p>Eu não sei quem sou Nem porque ""faço"" E às vezes me sinto vivo Quando quebro um desses objetos chatos Que a gente esbarra sem querer Daí escreve como quem levasse uma topada</p>Deus me deu um coração que ama Alguma tristeza Destreza e champagne Quanta gentileza!</p>",cazuza
Cobaias de Deus,0,"Se você quer saber como eu me sinto Vá a um laboratório ou um labirinto Seja atropelado por esse trem da morte </p>Vá ver as cobaias de Deus Andando na rua pedindo perdão Vá a uma igreja qualquer Pois lá se desfazem em sermão</p>Me sinto uma cobaia, um rato enorme Nas mãos de Deus mulher De um Deus de saia</p>Cagando e andando Vou ver o ET Ou vir num cantor de blues Em outra encarnação</p>Nós, as cobaias de Deus Nós somos cobaias de Deus Nós somos as cobaias de Deus</p>Me tire dessa jaula, irmão, não sou macaco Desse hospital maquiavélico Meu pai e minha mãe, eu estou com medo Porque eles vão deixar a sorte me levar</p>Você vai me ajudar, traga a garrafa Estou desmilingüido, cara de boi lavado Traga uma corda, irmão (irmão, acorda!)</p>Nós, as cobaias, vivemos muito sós Por isso, Deus, tem pena, e nos põe na cadeia E nos faz cantar, dentro de uma cadeia E nos põe numa clínica, e nos faz voar</p>Nós, as cobaias de Deus Nós somos cobaias de Deus Nós somos as cobaias de Deus Nós as cobaias...</p>",cazuza / angela roro
Codinome Beija-Flor,1,"Pra que mentir Fingir que perdoou Tentar ficar amigos sem rancor A emoção acabou Que coincidência é o amor A nossa música nunca mais tocou </p>Pra que usar de tanta educação Pra destilar terceiras intenções Desperdiçando o meu mel Devagarzinho, flor em flor Entre os meus inimigos, Beija-flor</p>Eu protegi o teu nome por amor Em um codinome, Beija-flor Não responda nunca, meu amor, nunca Pra qualquer um na rua, Beija-flor</p>Que só eu que podia Dentro da tua orelha fria Dizer segredos de liquidificador</p>Você sonhava acordada Um jeito de não sentir dor Prendia o choro e aguava o bom do amor Prendia o choro e aguava o bom do amor</p>",cazuza / ezequiel neves / reinaldo arias
Como Já Dizia Djavan,0,"Todo dia será um dia de paz Pra quem vive a verdade Todo fim de tarde será rapaz Toda lua será moça </p>Todo dia será um dia a mais Cheio de sol entre as trevas Todo homem será rei na terra E não haverá mais guerra</p>Pois só quem tem os sonhos mais básicos Pode amar e dizer a verdade Ipanema é uma sala de estar Pro nosso barato hipnótico A ponte aérea, o barulho do mar</p>E as estrelas ainda vão nos mostrar Que o amor não é inviável Num mundo inacreditável Dois homens apaixonados</p>",frejat / cazuza
Companhia,0,"Se você quiser Prender o seu amor Dê liberdade pra ele Mas nunca lhe diga adeus Que adeus é tempo demais </p>Espera De repente ele chegar Com tanta história pra contar Quem sabe pra repetir O que você quer ouvir de novo</p>É um desperdício comum Dois viver vida de um Querer viver cada emoção eternamente Querer viver cada emoção eternamente, não</p>Eu não ligo para estar sozinha Pois tenho por companhia Mil corações onde sou rainha</p>Pois cada homem que amei Em cada um eu deixei Uma pista do meu caminho</p>É um desperdício comum Dois viver vida de um Querer viver cada emoção eternamente Querer viver cada emoção eternamente, não</p>",abel ezequiel / cazuza
Completamente Blue,0,"Tudo azul Completamente blue Vou sorrindo, vou vivendo Logo mais, vou no cinema No escuro, eu choro E adoro a cena </p>Sou feliz em Ipanema Encho a cara no Leblon Tento ver na tua cara linda O lado bom</p>Como é triste a tua beleza Que é beleza em mim também Vem do teu sol que é noturno Não machuca e nem faz bem</p>Você chega e sai e some E eu te amo assim tão só Tão somente o teu segredo E mais uns cem, mais uns cem</p>Tudo azul, tudo azul Completamente blue Tudo azul</p>Como é estranha a natureza Morta dos que não têm dor Como é estéril a certeza De quem vive sem amor, sem amor</p>Mas tudo azul, tudo azul, tudo azul Completamente blue Tudo azul</p>",george israel / cazuza / rogerio meanda / nilo romero
Comprimidos,0,"Eu e meus comprimidos Passeamos pelas Paineiras Eu e meus comprimidos Babás da felicidade Como é bom uma droguinha Que se compra na farmácia A vida vai indo gostosa Eu amo meus comprimidos </p>Aviso aos deprimidos Aviso aos oprimidos Não há nada melhor do que A vida parar de doer Às vezes custa caro Mas também tem no INPS</p>Fiquem felizes, amigos O mundo é um lugar encantado</p>Já fermentaram a cerveja Já destilaram o malte Porão o vinho pra descansar O homem quer fantasia Quer carnaval Quer cantar</p>",cazuza / rita lee
Confessional,0,"Pai, vê se me ama E faz que me ensina Mas, pai, repara que sou peixe E nado livre Como o esperma que eu devo ter sido </p>Mãe, vê se me ama E faz que me avisa Mas, mãe, concebe em mim uma  outra vida Com o orgasmo que não deves ter tido</p>",cazuza / rodrigo pitta
Conforto,0,"Eu tenho que encontrar Algum conforto pra viver Paixão é bom, eu sei Já tive mais de mil Mais de mil vezes eu vi Que era engano Que era por mim que eu Estava chorando </p>E até pro tempo eu tento Que me sirva de consolo Eu quero amar alguém Sem delirar de novo Se Deus existe mesmo E o amor é seu agente Então ele só pode Fazer bem pra gente</p>",cazuza
Conto de Fadas,0,"Tudo bem, você se mandou Não agüentou o peso da barra Que é escolher viver de verdade Se arregou, parou na metade Agora vai, vai correndo pra casa Papai e mamãe tão na sala Te esperando, tão jantando É, planejando um futuro normal, que mal! </p>Princesinha dos cachos de mel Vai enfim calçar seu sapato Esquecido num baile... ih Vai rasgar os meus retratos E chorar sozinha no quarto Se lembrando, duvidando Planejando Um futuro normal, que mal!</p>",cauza / mauricio de barros
Crúcis do Corpo,0,"O homem pode ter suas fêmeas Mulheres podem ter seus machos Tudo é possível no amor Só não volta a infância perdida Só não nos livramos de morrer à toa </p>O amor pode não ter ciúme A dor pode ser disfarçada Mas a via-crúcis do corpo Já foi há muito traçada</p>Meu Deus, estamos abandonados E só nos resta matar Meu Deus, como a vida é amarga E doce como chocolate</p>Será que eu tenho um destino? Não quero ter a vida pronta Como um plano de trabalho Como um sorvete de menta</p>Matei, mataria mil vezes E mil vezes não me arrependeria Quem mata por amor tem perdão Porque o amor é a morte</p>A comida na mesa Os vasos de jasmim O corpo do ser amado Enterrado no jardim</p>Deus, por que não me procuras? Tenho sempre que ir a ti Deus, estamos cansados Está tudo desequilibrado</p>Meu crime é um crime comum Minha infância está perdida Não há nada demais em matar O escroto que não te ama</p>A via-crúcis do corpo O mundo caminha assim A via-crúcis da alma Essa nunca vai ter fim</p>",cazuza
Culpa de Estimação,0,"Por onde eu ando Levo ao meu lado A minha namorada Cheirosa e bem tratada </p>Não sei se o nome dela É Eva ou Adão É religiosa por formação A minha culpa de estimação</p>Se alguém me ama Ela diz que não Se nem me notam Ela diz: ""Por que não?""</p>É a minha companheira inseparável Sua fidelidade é incomparável E me perdoa por não ter razão A minha culpa de estimação</p>E me aceita o pior dos tarados Um ser mesquinho tropeçando no nada Guarda segredo e diz que não é chantagem Que ninguém vai saber das minhas bobagens Me dá um calmante e diz que é pra eu ser bom A minha culpa de estimação (Ela é de estimação)</p>",cazuza / roberto frejat
Cúmplice,0,"Hoje eu acordei querendo encrenca Escrevi teu nome no ar Bati três vezes na madeira Senti você me chamar </p>Na verdade uma carta em braile Me deu uma certeza cega Você estava de volta ao bairro Em alguma esquina à minha espera</p>Meu amor, meu cúmplice Eu sempre vou te achar Nos avisos da lua Do outro lado da rua</p>Rodei todas as lanchonetes Tive idéias perversas Relembrei tantos golpes espertos Você cada vez mais perto</p>Meu amor, meu cúmplice Meu par na contramão Você não mudou em nada (nada, nada, nada) Eu também não, que bom!</p>",cazuza / ze luis
De Quem É o Poder?,0,"De quem é? De quem é? De quem é o poder? Quem manda na minha vida? De quem é? De quem é? </p>Uns dizem que ele é de Deus Outros, do guarda da esquina Uns dizem que é do presidente Outros, quem vem lá de cima</p>De quem é? De quem é? Quem inventou essa tara?</p>Uns dizem que ele é do povo E saem pra trabalhar Outros, que é dos muito loucos Que não têm contas a prestar</p>Me dê poder e eu te mostro O mais inteiro dos sonhos Porque as verdades da vida São sempre ditas na cama</p>É do ativo ou do passivo? De quem é? De quem é?</p>Às vezes você me domina Pensando que eu sou teu dono Às vezes você me dá nojo Seguindo feliz o rebanho Onde vai dar tudo isso?</p>Prender alguém ou ser preso Quem é o mais infeliz? Eu, dando ordem o dia inteiro? E você, que nem sabe o que diz?</p>Me dê poder e eu te mostro O mais inteiro dos sonhos Porque as verdades da vida São sempre ditas na cama</p>",cazuza / george israel / nilo romero
Declare Guerra,0,"Vivendo em tempo fechado Correndo atrás de abrigo Exposto a tanto ataque, você tá perdido </p>Nem parece o mesmo, tá ficando pirado Onde você encosta dá curto Você passa, o mundo desaba</p>E pra te danar nada mais dá certo E pra te arrasar os falsos amigos chegam E pra piorar quem te governa não presta</p>Declare guerra a quem finge te amar, declare guerra A vida anda ruim na aldeia Chega de passar a mão na cabeça de quem te sacaneia</p>Vivendo em tempo fechado Correndo atrás de abrigo Exposto a tanto ataque, você tá perdido</p>E pra se ajudar você faz promessas E pra piorar até o Papa te esquece E pra te arrasar só o inferno te aceita</p>Declare guerra a quem finge te amar, declare guerra A vida anda ruim na aldeia Chega de passar a mão na cabeça de quem te sacaneia</p>",nao identificado
Desastre Mental,0,"Baby, eu lamento Mas não tenho tempo Pra sentir as tuas dores As minhas eu já não agüento </p>Minha vista torta Já não se importa Não me conte um bando de mentiras Quando eu for fechar a porta</p>Aqui ninguém entra Daqui ninguém sai Somos sobreviventes De um desastre mental</p>Não é que eu não ligue De correr o perigo De nunca te achar direito</p>Eu quero de qualquer jeito Eu tenho que me salvar Não vá me convencer que está com medo Que está tarde ou que está cedo</p>Aqui ninguém entra Daqui ninguém sai Nós somos sobreviventes De um desastre mental</p>Prefiro te manter Ao lado direito do meu peito Por essa razão Você não navega É uma queda de avião No meu coração Não vá me provocar no fim da festa, não</p>Aqui ninguém tá morto E daqui ninguém sai Nós somos sobreviventes De um desastre mental</p>",cazuza / renato ladeira
Dia Dos Namorados,0,Todo dia em qualquer lugar eu te encontro Mesmo sem estar O amor da gente é pra reparar </p>Os recados que quem ama dá Hoje é o Dia dos Namorados Dos perdidos E dos achados</p>Se o planeta só quer rodar Nesse eixo que a gente está O amor da gente é pra se guardar Com cuidado pra ele não quebrar Hoje é o Dia dos Namorados</p>Todo mundo planeja amar Banho quente ou tempestade no ar O amor da gente é pra temperar</p>As coisas que a natureza dá Diz que a era é pra sonhar Que na terra é só simplificar O amor da gente é pra continuar E a nossa força não vai parar</p>O amor da gente é pra continuar E a nossa fonte não vai secar Porque o amor da gente vai continuar</p>,cazuza / perinho santana
Dia dos Namorados (part. Ney Matogrosso),0,"Todo dia, em qualquer lugar Eu te encontro mesmo sem estar O amor da gente é pra reparar Nos recados que quem ama dá </p>Se o planeta só quer rodar Nesse eixo que a gente está O amor da gente é pra se guardar Com cuidado pra ele não quebrar</p>Hoje é o Dia dos Namorados Dos perdidos E dos achados É o Dia dos Namorados Dos perdidos E dos achados</p>Todo mundo planeja amar Banho quente ou tempestade polar O amor da gente é pra temperar As forças que a natureza dá</p>Hoje é o Dia dos Namorados Dos perdidos E dos achados É o Dia dos Namorados Dos perdidos E dos achados</p>Diz que a era é pra sonhar Que na Terra é só simplificar O amor da gente é pra continuar E a nossa força não vai parar</p>Hoje é o Dia dos Namorados Dos perdidos E dos achados É o Dia dos Namorados Dos perdidos E dos achados</p>Hoje é o Dia dos Namorados Dos perdidos E dos achados</p>",nao identificado
Dolorosa,0,"Fim A noite acabou feito gim Espuma branca lavando o meu pé Os amigos de sempre já tão indo embora E o garçon fecha o bar Mal-humorado e cansado Será que você não vê </p>Que o teu lugar é do meu lado? Nós dois indo juntos pra casa Ah, eu já tô vendo o meu fantasma Guardando lugar pra amanhã Guardando lugar pra amanhã</p>Mas se você por acaso voltasse pra mim Por baixo da mesa chutando o meu pé Me piscando o olho pra gente ir embora Doce ar de chantagem pr'uma noite melhor Nós dois e mais ninguém</p>Que o teu lugar é do meu lado Nós dois indo juntos pra casa Meu bem, eu vejo o meu fantasma Guardando lugar pra amanhã Guardando lugar pra amanhã Cheios de desejos</p>",cazuza / roberto frejat
Domingo,0,"O porteiro continua sentado Como fazem os porteiros E os vizinhos e as crianças Filhos dos vizinhos Só emitem sons depois do gol (fogos) </p>E o marceneiro da obra em frente continua marceneiro como sempre São todos súditos do meu inútil julgamento E continuam vivendo, indiferentes (gol!)</p>Eu no meu quarto estou alegre Por ser rei E não ter que governar a vida</p>",cazuza
Domingo II,0,"Andando e chorando na praia Vestido de corredor Chorando dentro do mar As mesmas lágrimas salgadas </p>Porque a natureza me emociona Porque estou feliz E ao mesmo tempo Com nostalgia, com saudade Que não cabem na praia sem sol De areia molhada</p>E o ""fog"" escondendo Ipanema Porque não quero me perder no mundo Porque eu já perdi você</p>Andando e chorando na praia Ninguém na verdade repara Choro grosso, no peito balançar Uma velha viu, tenho certeza Mas respeitou a minha dor Vou na água, lavo a cara Desincho a cara como um bêbado no banheiro</p>Porque não sei mais pra onde ir Porque a minha vida virou uma roda gigante depressão Mas estou feliz Ao menos tenho meus amigos Que também choram em suas casas Por tudo e por nada Eu ainda tenho meus amigos</p>Andando e chorando na praia Com meus problemas de garoto mimado Mas muito, muito mais emocionado Que o ator da novela das oito E que o fingidor de porre na festa Que a mãe preocupada com filho Grossas lágrimas de amor</p>Maysa e Judy Garland De salto alto na areia Eu sento, eu olho o mar Eu choro, eu choro, eu choro</p>Porque hoje é domingo Meus amigos estão dormindo Ninguém me telefona Porque domingo é o Dia mais triste de Todos os tempos Porque não tem sol Porque não tem sol</p>",cazuza
Doralinda,0,"Eu queria te dar a lua Só que pintada de verde Eu queria te dar as estrelas De uma árvore de Natal E todo o dinheiro falso do mundo </p>Eu queria te dar Um carro negro conversível Forrado de branco Uma viagem pelo mundo Num navio branco E um sapato com salto de brilhante Pra você passear Passear Porque te amo, te adoro e venero Eu sou louco por você Porque te amo, te adoro e venero Eu sou louco por você</p>Eu queria te dar Eu queria te dar um vison Pra você andar no inverno na praia Em Santa Catarina Eu queria te dar Eu queria te dar um amor Que talvez eu não tenha pra dar Ah</p>Você é tão bonita Você não é nem charmosa É tímida e envergonhada Minha Olívia Palito Mas singraria sete mares À tua procura E te daria uma vida bem segura</p>Às vezes te vejo Lavando a sua roupa Com aquele cheirinho de sabão Eu queria te dar Uma máquina de lavar Secar, lavar prato Te maquiar Te ensinar a falar inglês Porque você é uma rainha Mas a vida é assim O que tem que ser já é Bonito, Doralinda</p>Doralinda Doralinda</p>",cazuza / joao donato
Down Em Mim,0,"Eu não sei o que o meu corpo abriga Nestas noites quentes de verão E nem me importa que mil raios partam Qualquer sentido vago de razão Eu ando tão down Eu ando tão down </p>Outra vez vou te cantar, vou te gritar Te rebocar do bar</p>E as paredes do meu quarto vão assistir comigo À versão nova de uma velha história E quando o Sol vier socar minha cara Com certeza você já foi embora Eu ando tão down Eu ando tão down</p>Outra vez vou me esquecer Pois nestas horas pega mal sofrer</p>Da privada eu vou dar com a minha cara De panaca pintada no espelho E me lembrar, sorrindo, que o banheiro É a igreja de todos os bêbados Eu ando tão down Eu ando tão down Eu ando tão down Down, down</p>Mas eu ando tão down Eu ando tão down</p>",cazuza / frejat
Dúvidas,0,"Dúvidas, dúvidas Será que eu ainda te amo Ou é mais um sinal Da minha inclinação pro banal? </p>Será que você quer Meu lado carnaval Ou prefere ficar em casa?</p>Na dúvida, dúvidas Tome o meu amor pela metade Pra não machucar Fuja um pouco da minha tristeza Não há grandeza na dúvida Pode ter certeza</p>Dúvidas, dúvidas Será que eu acredito Que tudo vai mudar Ou é melhor virar a mesa?</p>Somos os reis da incerteza Exploda um avião Vá pra bem longe Da minha confusão Negue a sua ajuda Fuja, fuja Não há dúvida em nenhuma grandeza Pode ter certeza</p>",cazuza / nilo romero
E Estamos Conversados,0,"Eu não acho mais graça nenhuma nesse ruído constante que fazem as falas das pessoas falando, cochichando e reclamando, que eles querem mesmo é reclamar, como uma risada na minha orelha, ou como uma abelha, ou qualquer outra coisa pentelha, sobre as vidas alheias, ou como elas são feias, ou como estão cheias de tanto esconderem segredos que todo mundo já sabe, ou se não sabe desconfia Eu não vou mais ficar ouvindo distraído eles falarem deles e do que eles fariam se fosse com eles e o que eles não fazem de jeito nenhum, como se interessasse a qualquer um. Eles são: as pessoas, todas as pessoas, fora os mudos. Se eles querem falar de mim, de nós, de nós dois, falem longe da minha janela por favor, se for para falar do meu amor. Eu agora só escuto rádio, vitrola, gravador. Campainha, telefone, secretária eletrônica eu não ouço nunca mais, pelo menos por enquanto. Quem quiser papo comigo tem que calar a boca enquanto eu fecho o bico. E estamos conversados. </p>",nao identificado
Eclipse Oculto,0,Nosso amor não deu certo Gargalhadas e lágrimas De perto fomos quase nada Tipo de amor que não pode dar certo na luz da manhã E desperdiçamos os blues do Djavan </p>Demasiadas palavras Fraco impulso da vida Travada a mente na ideologia E o corpo não agia como se o coração tivesse antes que optar Entre o inseto e o inseticida</p>Não me queixo Eu não soube te amar Mas não deixo De querer conquistar Uma coisa qualquer em você O que será ?</p> Como nunca se mostra O outro lado da lua Eu desejo viajar No outro lado da sua Meu coração galinha de leão Não quer mais amarrar frustração O eclipse oculto na luz do verão</p>Mas bem que nós fomos muito felizes Só durante o prelúdio Gargalhadas e lágrimas Até irmos pra o estúdio Mas na hora da cama Nada pintou direito é minha cara falar Não sou proveito sou pura fama</p>Não me queixo</p> Nada tem que dar certo Nosso amor é bonito Só não disse ao que veio Atrasado e aflito E paramos no meio Sem saber os desejos aonde é que iam dar E aquele projeto ainda está no ar</p>Não quero que você Fique fera comigo Quero ser seu amor Quero ser seu amigo Quero que tudo saia Como o som do Tim Maia Sem grilos de mim Sem desespero sem tédio sem fim</p>,caetano veloso
El Tiempo No Para,0,"Disparo contra el sol con la fuerza del ocaso Mi ametralladora está llena de magia Pero soy solo un hombre más Cansado de correr en la dirección contraria Sin podio de llegada y mi amor me corta la cara Porque soy sólo un hombre más Pero si pensás que estoy derrotado Quiero que sepas que me la sigo jugando Porque el tiempo, el tiempo no para Unos días sí, otros no Estoy sobreviviendo sin un rasguñón Por la caridad de quien me detesta </p>Y tu cabeza está llena de ratas Te compraste las acciones de esta farsa Y el tiempo no para Yo veo el futuro repetir el pasado Veo un museo de grandes novedades Y el tiempo no para, no para, no</p>Yo no tengo fechas para recordar Mis días se gastan de par en par Buscando un sentido a todo esto Las noches de frío es mejor no nacer Las de calor se escoje matar o morir Y así nos hacemos argentinos!! Nos tildan de ladrones, maricas, faloperos Y ellos sumergieron un país entero Pues así se roban mas dinero</p>",nao identificado
Eletricidade,0,"Ela não presta nem quer prestar  Chega no auge da festa  Ela anda nua como anda num bar  Por toda a casa, e quer rua  </p>Eu sou quem fica até tarde  Ela é o verbo de vontade </p>Ela é a cidade  Ela se devora  Eletricidade  Uma natureza nova </p>Ela não espera o sinal fechar  E pula de um truque pro outro  E põe as cartas, e ri do futuro  Ela é a maldade em estado puro </p>Eu sou o guarda noturno  Distraído olhando a lua  Ela é um barco sem rumo  Mas tem resposta pra tudo </p>Ela é a cidade  Ela se devora  Eletricidade  Uma natureza nova </p>Eletricidade  Ela me comove  É a luz da invenção do homem  Com um corpo, com um nome</p>Eletricidade  Ela não demora  É o raio, é que nem a chama  É o fogo queimando a carne </p>Ela não pergunta quando eu vou voltar  Me deixa em total liberdade  Eu não pergunto se ela vai me amar  Às quatro da madrugada</p>",cazuza / george israel / nilo romero
Empada Com Birita,0,"Mais uma topada Um sonho em vão E um fim de madrugada Não vai mudar nada </p>É só uma paixão descontrolada O vai e vem pela calçada Já foi, não é nada Sou eu sozinho</p>E um bando de palavras Falou, já tá tarde Tarde, e o mundo Inteiro arde</p>O caldo é quente E agrada aos vampiros E as fadas</p>Aonde pôr o amor? Que inveja do casal de namarados Esfregando na minha cara O meu medo, meu fracasso</p>Pois é, eu sobrei Você também sobrava</p>Me espreguiço E o bafo do bocejo me irrita: Empada com birita</p>Arranco do peito um coração Que ainda palpita De amor e de raiva Raiva sem razão</p>Te digo de antemão: me evite Eu tô tão triste e só Não dê qualquer palpite!</p>Se veste e vai embora Se veste e vai embora</p>",cazuza / de
