titulo,mais tocada,letra,compositor
Brigas Nunca Mais,0,"Chegou, sorriu, venceu, depois chorou,  Então fui eu quem consolou sua tristeza  Na certeza de que o amor tem dessas fases más  E é bom para fazer as pazes, mas  </p>Depois fui eu quem dela precisou  E ela então me socorreu, e o nosso amor  Mostrou que veio pra ficar  Mais uma vez, por toda a vida </p>Bom é mesmo amar em paz  Brigas nunca mais.</p>",antonio carlos jobim / vinicius de moraes
Cabaré,0,"Na porta lentas luzes de neon Na mesa flores murchas de crepon E a luz grená filtrada entre conversas </p>Inventa um novo amor, loucas promessas De tomara-que-caia surge a crooner do norte Nem aplausos, nem vaias: um silêncio de morte Ah, quem sabe de si nesses bares escuros</p>Quem sabe dos outros, das grades, dos muros No drama sufocado em cada rosto A lama de não ser o que se quis A chama quase morta de um sol posto A dama de um passado mais feliz Um cuba-libre treme na mão fria Ao triste strip-tease da agonia De cada um que deixa o cabaré Lá fora a luz do dia fere os olhos Ah, quem sabe de si nesses bares escuros Quem sabe dos outros</p>",aldir blanc / joao bosco
Caça À Raposa,0,"O olhar dos cães, a mão nas rédeas E o verde da floresta Dentes brancos, cães A trompa ao longe, o riso Os cães, a mão na testa O olhar procura, antecipa A dor no coração vermelho Senhoritas seus anéis, corcéis E a dor no coração vermelho O rebenque estala, um leque aponta: Foi por lá Um olhar de cão, as mãos são pernas E o verde da floresta Oh, manhã entre manhãs A trompa em cima, os cães Nenhuma fresta O olhar se fecha, uma lembranca Afaga o coracão vermelho Uma cabeleira sobre o feno Afoga o coracão vermelho Montarias freiam, dentes brancos: Terminou Línguas rubras dos amantes Sonhos sempre incandescentes Recomeçam desde instantes Que os julgamos mais ausentes Ah! Recomeçar, recomeçar Como canções e epidemias Ah! Recomeçar como as colheitas Como a lua e a covardia Ah! Recomeçar como a paixão e o fogo E o fogo, e o fogo </p>",aldir blanc / joao bosco
Cadeira Vazia,0,"Entra, meu amor, fica à vontade</p>E diz com sinceridade o que desejas de mim Entra, podes entrar, a casa é tua Já que cansaste de viver na rua E que os teus sonhos chegaram ao fim </p>Eu sofri demais quando partiste Passei tantas horas tristes E nem quero lembrar esse dia</p>Mas, de uma coisa podes ter certeza O teu lugar aqui na minha mesa Tua cadeira ainda está vazia</p>Tu és a filha pródiga que volta Procurando em minha porta O que o mundo não te deu</p>E faz de conta que sou teu paizinho Que tanto tempo aqui ficou sozinho A esperar por um carinho teu</p>Voltaste, estás bem, estou contente Só me encontraste muito diferente Vou te falar de todo coração</p>Não te darei carinho, nem afeto Mas, para te abrigar podes ocupar meu teto Pra te alimentar podes comer meu pão</p>",alcides goncalves / lupicinio rodrigues
Cai Dentro,0,"Até que eu vou gostar Se de repente combinar da gente se cruzar Ora, veja só, pois é, pode apostar! Se você gosta de samba Encosta e vê se dá </p>Vem, pode chegar Que vai ter De balancear De bambolear E aqui no mocó Tem que dizer no gogó, pois é, vem Tem que dar nó, vem Rebolar, remexer, requebrar, vem Bota a baiana pra rodar De cima em baixo eu quero ver Não sossego o facho até acabar Diz que isso é com você Quaquaquá-quará-quaquá</p>Tem nêgo querendo lhe gozar E logo pra cima de moi E é por isso que não tem colher de chá Não dou Nem vem na cola, que se entrar de sola vai dançar E é pra nunca mais você poder falar Que dá na bola, porque na bola você não dá</p>Vem, pode chegar Que vai ter De balancear De bambolear E aqui no mocó Tem que dizer no gogó, pois é, vem Tem que dar nó, vem Rebolar, remexer, requebrar, vem Bota a baiana pra rodar De cima em baixo eu quero ver Não sossego o facho até acabar Diz que isso é com você Quaquaquá-quará-quaquá</p>Tem nêgo querendo lhe gozar E logo pra riba de moi E é por isso que não tem colher de chá Não dou Nem vem na cola, que se entrar de sola vai dançar E é pra nunca mais você poder falar Que dá na bola, porque na bola você não dá. Vem!</p>Até que eu vou gostar Se de repente combinar da gente se cruzar Ora, veja só, pois é, pode apostar! Se você gosta de samba Encosta e vê se dá</p>",baden powell / paulo cesar pinheiro
Cais,0,"Para quem quer se soltar, invento cais Invento mais que a solidão me dá Invento lua nova a clarear Invento amor e sei a dor de me lançar </p>Eu queria ser feliz, invento o mar Invento em mim o sonhador</p>Para quem quer me seguir, eu quero mais Tenho um caminho do que sempre quis E um saveiro pronto pra partir</p>Invento o cais E sei a vez de me lançar</p>",milton nascimento / ronaldo bastos
Calcanhar de Aquiles,0,"Pra quê que eu fui lembrar dos zóio dele? Jabuticaba madura Coração, cabeça-dura Teima, bate até que fura Desconjura e negaceia Feito lobo em lua cheia Na cadeia desse olhar </p>Que arrepia, esfria e me dá Taquicardia, falta de ar É o coração que desce pro calcanhar de Aquiles Doce suplício do amor Faquires tiram partido da dor</p>Que bate, come e repinica Feito fome de lombriga Na barriga da miséria Coração, cabeça véia Me virando do avesso Inventei qualquer pretexto Fui pedir pr'ele voltar</p>Cheguei no prédio, errei de andar No elevador, um gordo me dá Um pisão no calo que me enxotou de lá Mancano</p>Sei que esse amor vai ficar sangrano No peito e no calcanhar de Aquiles Doce suplício do amor Faquires tiram partido da dor</p>Que dá lembrar dos zóio dele Jabuticaba madura Coração, cabeça-dura Teima, bate até que fura Desconjura e negaceia Feito lobo em lua cheia Na cadeia desse olhar</p>Que arrepia, esfria e me dá Taquicardia, falta de ar É o coração que desce pro calcanhar de Aquiles Doce suplício do amor Faquires tiram partido da dor</p>Que bate, come e repinica Feito fome de lombriga Na barriga da miséria Coração, cabeça véia Me virando do avesso Inventei qualquer pretexto Fui pedir pr'ele voltar</p>Cheguei no prédio, errei de andar No elevador, um gordo me dá Um pisão no calo que me enxotou de lá Mancano</p>Sei que esse amor vai ficar sangrano No peito e no calcanhar de Aquiles Doce suplício do amor Faquires tiram partido da dor</p>Que dá lembrar dos zóio dele</p>",jean garfunkel / paulo garfunkel
Can't Take My Eyes Off You,0,"You're just too good to be true  Can't take my eyes off of you  You'd be like heaven to touch  I wanna hold you so much  At long last love has arrived  And I thank God I'm alive  You're just too good to be true  Can't take my eyes off of you  </p>Pardon the way that I stare  There's nothing else to compare  The sight of you leaves me weak  There are no words left to speak  But if you feel like I feel  Please let me know that it's real  You're just too good to be true  Can't take my eyes off of you </p>I love you baby and if it's quite all right  I need you baby to warm the lonely nights  I love you baby, trust in me when I say  Oh pretty baby, don't bring me down I pray  Oh pretty baby, now that I've found you stay  And let me love you baby, let me love you </p>You're just too good to be true  Can't take my eyes off of you  You'd be like heaven to touch  I wanna hold you so much  At long last love has arrived  And I thank God I'm alive  You're just too good to be true  Can't take my eyes off of you </p>I love you baby and if it's quite all right  I need you baby to warm the lonely nights  I love you baby, trust in me when I say  Oh pretty baby, don't bring me down I pray  Oh pretty baby, now that I've found you stay  Oh pretty baby, trust in me when I say</p>",bob gaudio
Canção da América,0,"Amigo é coisa pra se guardar Debaixo de sete chaves Dentro do coração A se falar na canção  Que na América ouvi </p>Mas quem cantar vai chorar Ao ver seu amigo partir E quem ficou No pensamento voou Com seu canto que o outro lembrou E quem voou No pensamento ficou Com a lembrança que o outro cantou</p>Amigo é coisa pra se guardar Do lado esquerdo do peito Mesmo que o tempo e a distância digam não Mesmo esquecendo a canção E o que importa é ouvir A voz que vem do coração</p>Pois seja o que vier Venha o que vier Qualquer dia, amigo, eu volto Pra te encontrar Qualquer dia, amigo A gente vai se encontrar</p>",fernando brant / milton nascimento
Canção de Enganar Despedida,0,"Teu olhar, meu olhar, nosso olhar Tuas mãos, minhas mãos, a emoção A noite a se perder Nos faz, meu amor, outra vez Amar, sonhar </p>É manhã na manhã do adeus Repousa teus lábios nos meus Um beijo irá fazer Teu olhar, meu olhar Outra vez Amar, chorar</p>",nao identificado
Canção de Não Cantar,0,"Guarda o meu violão Já nos faltam canções Sã muitas as razões que temos pra cantar Mas, hoje, amor melhor é não cantar Enquanto houver em nós vontade de fugir De um canto que na voz não vai saber mentir Meu canto para ser um canto certo Vai ter que nascer liberto, e morar no assovio Do ocupado e do vadio Do alegre e do mais triste Só há canto quando existe muito tempo e muito espaço Pra canção ficar, se eu passo, e dizer o que eu não disse Ai, que bom se eu ouvisse o meu canto por aí Por isso, meu violão prefere emudecer E vem pedir perdão por não poder cantar Que, hoje, amor, melhor é não cantar </p>",sergio bittencourt
Canção do Amanhecer,0,"Ouve Fecha os olhos, meu amor É noite ainda Que silêncio E nós dois Na tristeza de depois A contemplar O grande céu do adeus </p>Ah, não existe paz Quando o adeus existe E é tão triste O nosso amor Oh, vem comigo Em silêncio</p>Vem olhar Esta noite amanhecer Iluminar Aos nossos passos tão sozinhos Todos os caminhos Todos os carinhos Vem raiando a madrugada Música no céu</p>",tetes raides / vinicius de moraes
Canção do Sal,0,Trabalhando o sal é amor é o suor que me sai Vou viver cantando o dia tão quente que faz Homem ver criança buscando conchinhas no mar Trabalho o dia inteiro pra vida de gente levar </p>Água vira sal lá na salina Quem diminuiu água do mar Água enfrenta sol lá na salina Sol que vai queimando até queimar</p>Trabalhando o sal pra ver a mulher se vestir E ao chegar em casa encontrar a família sorrir Filho vir da escola problema maior é o de estudar Que é pra não ter meu trabalho e vida de gente levar</p>,milton nascimento
Canto de Ossanha,0,"O homem que diz dou, não dá Porque quem dá mesmo não diz O homem que diz vou, não vai Porque quando foi já não quis Homem que diz sou, não é Porque quem é mesmo é não sou O homem que diz tô, não tá, Porque ninguém tá quando quer Coitado do homem que cai no canto de Ossanha, traidor Coitado do homem que vai atrás de mandinga de amor </p>Vai, vai, vai Não vou Vai, vai, vai,vai</p>Não vou Que eu não sou ninguém de ir Em conversa de esquecer A tristeza de um amor Que passou Não, eu só vou se vou pra ver Uma estrela aparecer Na manhã de um novo amor</p>Aieô, sinhô Saravá Xangô me mandou lhe dizer Se é canto de Ossanha não vá Que muito vai se arrepender Pergunte ao seu orixá Amor só é bom se doer Vai, vai, vai amar Vai, vai, vai, vai sofrer Vai, vai, vai, vai, vai, vai chorar Vai, vai, vai, vai, vai dizer Que eu não sou ninguém de ir Em conversa de esquecer a tristeza De um amor que passou Não, eu só vou se for pra ver Uma estrela aparecer Na manhã de um novo amor Eh, amar Vai, vai sofrer Vai, vai, vai, vai, vai chorar Vai, vai, vai, vai Vai!</p>",baden powell / vinicius de moraes
Canto Triste,0,"Volta pra mim Desponta novamente no meu canto Eu te amo tanto mais, te quero tanto mais Há quanto tempo faz partiste Como a primavera que também te viu partir Sem um adeus sequer E nada existe mais em minha vida Como um carinho teu, como um silêncio teu Lembro um sorriso teu tão triste Ah, Lua sem compaixão, sempre a vagar no céu Onde se esconde a minha bem-amada Onde a minha namorada Vai e diz a ela as minhas penas e que eu peço Peço apenas Que ela lembre as nossas horas de poesia Das noites de paixão E diz-lhe da saudade em que me viste Que estou sozinho e só existe Meu canto triste Na solidão </p>",edu lobo / vinicius de moraes
Cão Sem Dono,0,"É nas noites que eu passo sem sono Entre o copo, a vitrola e a fumaça Que ergo a torre do meu abandono E que caio em desgraça </p>É nas horas em que a noite faz frio E a lembrança ao castigo me arrasta Solidão é o carrasco sombrio E a saudade a vergasta</p>Se eu cantar a alegria sai falsa Se eu calar a tristeza começa E eu prefiro dançar uma valsa Que ouvir uma peça</p>E eu recuo, eu prossigo e eu me agito Eu me omito, eu me envolvo e eu me abalo Eu me irrito, eu odeio, eu hesito Eu reflito e me calo</p>",paulo cesar pinheiro / sueli costa
Capital Federal,0,"Arthur azevedo , esse Brasileiro imortal ajudou a escrever o grande enredo da história do teatro nacional </p>E dessa semente generosa que um belo dia ele plantou veio vindo uma colheita tão formosa e assim o seu teatro se espraiou</p>Em guarniéri,plínio marcos,jorge andrade suassuna,dias gomes,juracy mas o nelson, o oswaldo e o calado e oduvaldo, pai e filho estão aí</p>Embora hoje seja noite escura num tempo tão díficil de viver sei bem que a minha arte é muito pura e uma nova madrugada há de nascer</p>Esse palco é que é minha paixão minha vida, tudo aquilo que eu sonhei e por ele eu esparramo coração com toda essa beleza que eu criei</p>o teatro Brasileiro sou bem eu eu sou um,sou mais de dois,sou mais de três e pra mim cacilda becker nem morreu eu agradeço o aplauso de vocês</p>Adeus eu já vou indo e o meu verso é sempre lindo adeus !!!!</p>",flavio rangel
Carcará,0,"Carcará, pega mata e come  Carcará não vai morrer de fome  Carcará, mais coragem do que homem  Carcará, pega mata e come  Carcará  Lá no sertão  É um bicho que avoa que nem avião  Ou é um pássaro malvado  que tem um bico volteado que nem gavião  Carcará quando vê roça queimada  Sai voando e cantando  Carcará vai fazer sua caçada  Carcará come inté cobra queimada  Mas quando chega o tempo da invernada  No sertão não tem mais roça queimada  Carcará mesmo assim não passa fome  Os ""burrego"" que nasce na baixada  Carcará, pega mata e come  Carcará não vai morrer de fome  Carcará, mais coragem do que homem  Carcará, pega mata e come  Carcará é malvado é valentão  É a águia de lá do meu sertão  Os ""burrego"" novinho não pode andar  Ele pega no imbigo inté matar Carcará </p>",joao do valle / jose candido
Carinhoso,0,"Meu coração, não sei por que Bate feliz quando te vê E os meus olhos ficam sorrindo E pelas ruas vão te seguindo Mas mesmo assim Foges de mim </p>Ah se tu soubesses como sou tão carinhosa E o muito, muito que te quero E como é sincero o meu amor Eu sei que tu não fugirias mais de mim</p>Vem, vem, vem, vem Vem sentir o calor dos lábios meus a procura dos teus Vem matar essa paixão que me devora o coração E só assim então serei feliz Bem feliz</p>Ah se tu soubesses como sou tão carinhosa E o muito, muito que te quero E como é sincero o meu amor Eu sei que tu não fugirias mais de mim</p>Vem, vem, vem, vem Vem sentir o calor dos lábios meus a procura dos teus Vem matar essa paixão que me devora o coração E só assim então serei feliz Bem feliz</p>",pixinguinha (alfredo vianna)
Carolina,0,"Carolina Nos seus olhos fundos guarda tanta dor A dor de todo esse mundo Eu já lhe expliquei que não vai dar Seu pranto não vai nada ajudar Eu já convidei para dançar É hora, já sei, de aproveitar, lá fora, amor Uma rosa nasceu, todo mundo sambou Uma estrela caiu Eu bem que mostrei sorrindo Pela janela, ah que lindo! Mas Carolina não viu Carolina Nos seus olhos tristes guarda tanto amor O amor que já não existe Eu bem que avisei, vai acabar De tudo lhe dei para aceitar Mil versos cantei pra lhe agradar Agora não sei como explicar, lá fora, amor Uma rosa morreu, uma festa acabou Nosso barco partiu Eu bem que mostrei a ela O tempo passou na janela Só Carolina não viu Eu bem que mostrei a ela O tempo passou na janela Só Carolina não viu </p>",chico buarque
Carta Ao Mar,0,"Me multiplicando em sol Tento uma canção pra você Trago flores, girassóis Não me importa mal me querer </p>O que vai em mim,vem de um desejo imenso de ser outra vez Um barco, um azul Outra vez, de tarde, morrer</p>Céu sem naves espaciais Flores, só naturais Só nós dois e as coisas banais Mais não, pra quê</p>Pra que o mundo Segue o mundo Sem o mar Sem amar</p>De que vale o som sideral Ou uma rima mais genial Se o amor está aqui, neste sal Nesse encontro franco e frontal</p>Nesse barco longe do mundo Toda a nossa vida e um segundo Pra dizer ao mar que voltei Que sou do mar, sou do mar, do mar</p>",roberto menescal
Cartomante,1,"Nos dias de hoje é bom que se proteja Ofereça a face pra quem quer que seja Nos dias de hoje esteja tranqüilo Haja o que houver pense nos seus filhos </p>Não ande nos bares, esqueça os amigos Não pare nas praças, não corra perigo Não fale do medo que temos da vida Não ponha o dedo na nossa ferida</p>Nos dias de hoje não lhes dê motivo Porque na verdade eu te quero vivo Tenha paciência, Deus está contigo Deus está conosco até o pescoço</p>Já está escrito, já está previsto Por todas as videntes, pelas cartomantes Tá tudo nas cartas, em todas as estrelas No jogo dos búzios e nas profecias</p>Cai o rei de Espadas Cai o rei de Ouros Cai o rei de Paus Cai não fica nada.(6x)</p>",ivan lins / vitor martins
Casa No Campo,1,"Eu quero uma casa no campo Onde eu possa compor muitos rocks rurais E tenha somente a certeza Dos amigos do peito e nada mais </p>Eu quero uma casa no campo Onde eu possa ficar no tamanho da paz E tenha somente a certeza Dos limites do corpo e nada mais</p>Eu quero carneiros e cabras Pastando solenes no meu jardim Eu quero o silêncio das línguas cansadas Eu quero a esperança de óculos E meu filho de cuca legal Eu quero plantar e colher com a mão A pimenta e o sal</p>Eu quero uma casa no campo Do tamanho ideal, pau-a-pique e sapé Onde eu possa plantar meus amigos Meus discos e livros e nada mais</p>Onde eu possa plantar meus amigos Meus discos, meus livros e nada mais Onde eu possa plantar meus amigos Meus discos e livros e nada mais</p>",tavito / ze rodrix
Caxangá,0,Sempre no coração Haja o que houver A fome de um dia poder morder a carne dessa mulher Veja bem meu patrão como pode ser bom Você trabalharia no sol e eu tomando banho de mar </p>Luto para viver Vivo para morrer Enquanto minha morte não vem Eu vivo de brigar contra o rei</p>Em volta do fogo todo mundo abrindo o jogo Com tudo que tem pra contar Casos e desejos coisas dessa vida e da outra Mas nada de assustar Quem não é sincero sai da brincadeira correndo pois pode se queimar Queimar</p>Saio do trabalho e Volto para casa e Não lembro de canseira maior Em tudo é o mesmo suor</p>,fernando brant / milton nascimento
Céu e Mar,0,"Céu e mar, estrelas na areia Verde mar, espelho do céu Minha vida é uma ilha bem distante Flutuando no oceano na aventura de viver </p>Céu e mar, estrelas na areia Verde mar, espelho do céu Meus desejos são estrelas pequeninhas Rebrilhando de alegria por alguém que me quer bem</p>Geralmente o que a gente quer na vida É preciso esperar pra acontecer Felizmente a gente encontra alegria No carinho e devoção de um bem querer</p>Céu e mar, estrelas na areia Verde mar, espelho do céu Minha vida, vou passando Meu amor, eu vou amando E meu barco vou levando a céu e mar</p>",johnny alf
Chega de Saudade,0,"Vai minha tristeza E diz à ela que sem ela não pode ser Diz lhe numa prece que ela regresse Porque eu não posso mais sofrer Chega de saudade A realidade é que sem ela não há paz, não há beleza É só tristeza e melancolia Que não sai de mim, não sai de mim, não sai Mas se ela voltar Se ela voltar que coisa linda Que coisa louca Pois há menos peixinhos a nadar no mar Do que os beijinhos que eu darei na sua boca Dentro dos meus braços, os abraços Hão de ser milhões de abraços apertados assim, Com algo assim, calado assim Abraços e beijinhos e carinhos sem ter fim Que é pra acaba com esse negocio de você viver sem mim Não quero mais esse negocio de você longe de mim Vamos deixar com esse negocio de você viver sem mim </p>",vinicius de moraes
Chegança,0,"Estamos chegando daqui e dali E de todo lugar que se tem pra partir Estamos chegando daqui e dali E de todo lugar que se tem pra partir Estamos chegando daqui e dali E de todo lugar que se tem pra partir </p>Trazendo na chegança Foice velha, mulher nova E uma quadra de esperança E uma quadra de esperança</p>Trazendo na chegança Foice velha, mulher nova E uma quadra de esperança E uma quadra de esperança</p>Ah, se viver fosse chegar Ah, se viver fosse chegar Chegar sem parar Parar pra casar Casar os filhos e espalhar Por um mundo num tal de rodar Por um mundo num tal de rodar</p>",tetes raides
Chovendo Na Roseira,0,"Olha, está chovendo na roseira Que só dá rosa, mas não cheira A frescura das gotas úmidas Que é de Luisa Que é de Paulinho Que é de João Que é de ninguém </p>Pétalas de rosa carregadas pelo vento Um amor tão puro carregou meu pensamento Olha, um tico-tico mora ao lado E passeando no molhado Adivinhou a primavera</p>Olha que chuva boa prazenteira Que vem molhar minha roseira Chuva boa criadeira Que molha a terra Que enche o rio Que limpa o céu Que traz o azul</p>Olha o jasmineiro está florido E o riachinho de água esperta Se lança em vasto rio de águas calmas Ah, você é de ninguém Ah, você é de ninguém</p>",antonio carlos jobim
Cinema Olympia,0,"Não quero mais essas tardes mornais, normais Não quero mais vídeo tapes, mormaço, março, abril Eu quero pulgas mil na geral, eu quero a geral Eu quero ouvir gargalhada geral Quero um lugar para mim, pra você Na matiné do cinema Olympia, do cinema Olympia Na matiné do cinema Olympia, do cinema Olympia Na matiné do cinema Olympia, do cinema Olympia Tom Mix, Buk Jones , Theda Bara Sorvetes e vedetes socos e coladas Espartilhos, pernas e gatilhos, atilhos e gargalhada geral Do meio-dia até o anoitecer Na matiné do cinema Olympia, do cinema Olympia Na matiné do cinema Olympia, do cinema Olympia Na matiné do cinema Olympia, do cinema Olympia </p>",caetano veloso
Cobra Criada,0,"Suco de sururucu Diga lá jacu Cutia comadre Posta de pirarucu Diga lá caju Barata cascuda Gruta de viúva negra Caranguejeira Saúva coruja Rastro de jararucu Jararacoral Piranha calunga Diaba de banda retrai De carataí Traíra de dente de dá E cada dentada que dá Cascudo cará Purús jurua Mordida no maracujá De cobra criada no mar Chocalha no cadê você Sussurra no bote que dá Curare de cobra Suga e sai Picada de cobra Amor não dói. </p>Oh, Piranha Diaba de banda retrai De carataí Traíra de dente de dá E cada dentada que dá Cascudo cará Purús jurua Mordida no maracujá De cobra criada no mar Chocalha no cadê você Sussurra no bote que dá Curare de cobra Suga e sai Picada de cobra Amor não dói.</p>",joao bosco / paulo emilio
Colagem,0,"Se você com muita calma usar sua raça Vai surpreender A surpresa para muitos é uma arma Pra se esconder </p>Se esconder não é tão bom Pra viver, pra morrer Se você lembrar que tudo é relativo Vai compreender</p>E a compreensão por vezes tão sensata Vai lhe conter Se conter não é tão bom Pra viver, pra morrer Pra viver, pra morrer</p>Se você tentar despir essa colagem Vai se perder E a perda de si próprio é quase um passo Pra conceder</p>Conceder não é tão bom Pra viver, pra morrer, pra nascer Somos homens sem lugar Homens velhos com raça</p>À espera de algum descuido E com cuidado gozamos paz Somos homens bons demais Sufocados pelo mal</p>Só queremos acreditar Que isso tudo Pode acabar</p>",claudio lucci
Comadre,0,"Em tudo que me acontecer O dedo da comadre tá Na corda quando escurecer Anágua da comadre tá </p>Branco de doer Me convidando a imaginar Se o vento bater A ginga que a comadre dá</p>A ginga da comadre tá Em tudo que me acontecer No copo que eu me embriagar</p>Se relampejar, se eu adoecer Se a febre aumentar A comadre vem, vem, vem</p>Na palha que eu adormecer Nas águas em que eu me lavar E na pitanga que eu morder Na arapuca que eu armar</p>Onde eu me esconder Em tudo quanto eu puder olhar No que ouvi dizer A ginga que a comadre dá</p>No samba que eu me exceder No doce que eu me lambuzar Na hora que eu endoidecer</p>Se o sangue espirrar Se a ferida arder Se a boca chupar A comadre vem, vem, vem</p>",aldir blanc / joao bosco
Como Nossos Pais,1,"Não quero lhe falar Meu grande amor De coisas que aprendi Nos discos Quero lhe contar como eu vivi E tudo o que aconteceu comigo </p>Viver é melhor que sonhar E eu sei que o amor É uma coisa boa Mas também sei Que qualquer canto É menor do que a vida De qualquer pessoa</p>Por isso cuidado, meu bem Há perigo na esquina Eles venceram e o sinal Está fechado pra nós Que somos jovens</p>Para abraçar seu irmão E beijar sua menina na rua É que se fez o seu braço O seu lábio e a sua voz</p>Você me pergunta Pela minha paixão Digo que estou encantada Como uma nova invenção Eu vou ficar nesta cidade Não vou voltar pro sertão Pois vejo vir vindo no vento Cheiro de nova estação Eu sei de tudo na ferida viva Do meu coração</p>Já faz tempo Eu vi você na rua Cabelo ao vento Gente jovem reunida Na parede da memória Essa lembrança É o quadro que dói mais</p>Minha dor é perceber Que apesar de termos Feito tudo o que fizemos Ainda somos os mesmos E vivemos Ainda somos os mesmos E vivemos Como os nossos pais</p>Nossos ídolos Ainda são os mesmos E as aparências Não enganam não Você diz que depois deles Não apareceu mais ninguém</p>Você pode até dizer Que eu tô por fora Ou então Que eu tô inventando</p>Mas é você Que ama o passado E que não vê É você Que ama o passado E que não vê Que o novo sempre vem</p>Hoje eu sei Que quem me deu a ideia De uma nova consciência E juventude Está em casa Guardado por Deus Contando o vil metal</p>Minha dor é perceber Que apesar de termos Feito tudo, tudo Tudo o que fizemos Nós ainda somos Os mesmos e vivemos Ainda somos Os mesmos e vivemos Ainda somos Os mesmos e vivemos Como os nossos pais</p>",antonio carlos belchior
Comunicação,0,"Sigo o anúncio e vejo   Em forma de desejo o sabonete   Em forma de sorvete acordo e durmo   Na televisão   Creme dental, saúde, vivo num sorriso o paraíso   Quase que jogado, impulsionado no comercial   Só tomava chá   Quase que forçado vou tomar café </p>Ligo o aparelho vejo o Rei Pelé</p>Vamos então repetir o gol   E na rua sou mais um cosmonauta patrocinador</p>Chego atrasado, perco o meu amor</p>Mais um anúncio sensacional</p>Ponho um aditivo dentro da panela, a gasolina   Passo na janela, na cozinha tem mais um fogão</p>Tocam a campainha, mais uma pesquisa e eu respondo  </p>que enlouquecendo já sou fã do comercial</p>",edson alencar / helio matheus
Confissão,0,"Vai nesta canção a confissão De alguém que hoje é feliz, feliz Vai dizer também que sou alguém Que ninguém mais faz infeliz </p>O que passou, passou Sei que não volta mais Eis o consolo e lenitivo dos meus ais Pra que lembrança sem esperança Se um é pouco, dois é bom, três é demais</p>",nao identificado
Consolação,0,"Se não tivesse o amor Se não tivesse essa dor E se não tivesse o sofrer E se não tivesse o chorar Melhor era tudo se acabar Eu amei, amei demais O que eu sofri por causa do amor Ninguém sofreu Eu chorei, perdi a paz Mas o que eu sei É que ninguém nunca teve mais Mais do que eu </p>",baden powell / vinicius de moraes
Consolação / Berimbau / Tem Dó,0,"Se não tivesse o amor Se não tivesse essa dor E se não tivesse o sofrer E se não tivesse o chorar </p>Capoeira me mandou Dizer que já chegou Chegou para lutar Berimbau me comfirmou Vai ter briga de amor Tristeza camará</p>Ah, tem dó Quem viveu junto Não pode nunca viver só Ah, tem dó Mesmo porque Você não vai ter coisa melhor</p>Não me venha achar ruim Porque você me conheceu assim Me diga agora, ora, ora Não foi assim que você gamou?</p>Você sabe muito bem Que mesmo sendo louca, assim Gamei também Me diga agora, ora, ora Será que alguém não foi quem mudou?</p>",baden powell / vinicius de moraes
Construção,0,Amou daquela vez como se fosse a última Beijou sua mulher como se fosse a última E cada filho seu como se fosse o único E atravessou a rua com seu passo tímido Subiu a construção como se fosse máquina Ergueu no patamar quatro paredes sólidas Tijolo com tijolo num desenho mágico Seus olhos embotados de cimento e lágrima Sentou pra descansar como se fosse sábado Comeu feijão com arroz como se fosse um príncipe Bebeu e soluçou como se fosse um náufrago Dançou e gargalhou como se ouvisse música E tropeçou no céu como se fosse um bêbado E flutuou no ar como se fosse um pássaro E se acabou no chão como um pacote flácido Agonizou no meio do passeio público Morreu na contramão atrapalhando o tráfego </p>Amou daquela vez como se fosse a última Beijou sua mulher como se fosse a única E cada filho seu como se fosse o pródigo E atravessou a rua com seu passo bêbado Subiu a construção como se fosse sólido Ergueu no patamar quatro paredes mágicas Tijolo com tijolo num desenho lógico Seus olhos embotados de cimento e tráfego Sentou pra descansar como se fosse um príncipe  Comeu feijão com arroz como se fosse o máximo Bebeu e soluçou como se fosse máquina Dançou e gargalhou como se fosse o próximo E tropeçou no céu como se ouvisse música E flutuou no ar como se fosse sábado E se acabou no chão feito um pacote tímido  Agonizou no meio do passeio náufrago Morreu na contramão atrapalhando o público</p>Amou daquela vez como se fosse máquina Beijou sua mulher como se fosse lógico Ergueu no patamar quatro paredes flácidas  Sentou pra descansar como se fosse um pássaro E flutuou no ar como se fosse um príncipe E se acabou no chão feito um pacote bêbado Morreu na contramão atrapalhando o sábado</p>,chico buarque
