titulo,mais tocada,letra,compositor
Lança Perfume,0,"lança menina , lança todo este perfume desbaratina não dá pra ficar imune ao seu amor que tem cheiro de coisa maluca Vem cá meu bem, me descola uma carinho Eu sou néném, só sossego com beijinho E ve se me dá o prazer de ter prazer comigo Me aqueça Me vira de ponta cabeça Me faz de gato e sapato e... Me deixa de quatro no ato Me enche de amor , de amor  Lança, lança pefume oh oh oh oh lança, lança perfume Lança perfume.... </p>",rita lee
Lapinha,0,"Quando eu morrer, me enterre na Lapinha Quando eu morrer, me enterre na Lapinha Calça, culote, paletó almofadinha Calça, culote, paletó almofadinha </p>Vai, meu lamento, vai contar Toda tristeza de viver Ai, a verdade sempre trai E, às vezes, traz um mal a mais Ai, só me fez dilacerar Ver tanta gente se entregar Mas não me conformei Indo contra lei Sei que não me arrependi Tenho um pedido só Último talvez, antes de partir</p>Quando eu morrer, me enterre na Lapinha Quando eu morrer, me enterre na Lapinha Calça, culote, paletó almofadinha Calça, culote, paletó almofadinha</p>Sai minha mágoa Sai de mim Há tanto coração ruim Ai, é tão desesperador O amor perder do desamor Ah, tanto erro eu vi, lutei E, como perdedor, gritei Que eu sou um homem só Sem saber mudar Nunca mais vou lastimar Tenho um pedido só Último, talvez, antes de partir</p>Quando eu morrer, me enterre na Lapinha Quando eu morrer, me enterre na Lapinha Calça, culote, paletó almofadinha Calça, culote, paletó almofadinha</p>Adeus Bahia, zum-zum-zum Cordão de ouro Eu vou partir porque mataram meu besouro</p>",baden powell / paulo cesar pinheiro
Las Secretárias,0,"Chá chá chá para o secretário Chá chá chá para estenodatilografar Chá chá chá para o secretário Chá chá chá, chá chá chá Como é bom bailar! Necessito secretário competente Com experiência e boa apresentação Solicito um bem jovem e bonito E com carta de recomendação Chá chá chá para o secretário Chá chá chá para estenodatilografar Chá chá chá para o secretário Chá chá chá, chá chá chá Como é bom bailar! Que domine o idioma italiano O francês e o inglês com perfeição Não me importa seja loiro ou moreno Mas que tenha bem alegre o coração Ai, ai, chá chá chá para o secretário Chá chá chá para estenodatilografar Chá chá chá para o secretário Chá chá chá, chá chá chá Como é bom bailar! Quando formos de manhã para o trabalho E, à tarde, na hora de regressar Que beleza eu e o meu secretário Caminhando e cantando o chá chá chá Quando formos de manhã para o trabalho E, à tarde, na hora de regressar Que beleza eu e o meu secretario Caminhando e cantando o chá chá chá Chá chá chá para o secretário Chá chá chá para estenodatilografar Chá chá chá para o secretário Chá chá chá, chá chá chá Como é bom bailar! </p>",nao identificado
Lembre-se,0,"Longe Sombras desenhadas no horizonte Cavalos cobertos de ouro e bronze Vassalos de um rei de não sei onde Cavaleiros estrangeiros a bandeira do invasor Noite E um tropel atravessa a fumaça Tropas Tropeçando num céu de fogo e prata O mundo acabou de repente, quando a fumaça começava a dor começou Com o chicote, com as esporas, com as espadas Terror das legiões das ambições e praças chagas no seio de uma terra abençoada O céu desabou de repente, quando a gente levantava O pó levantou sufocando quem vivia, respirava Passou O tempo, mas não apagou a marca Marcou Nos corações, nas mentes e nas praças Hoje Na memória viva de uma raça Um pavor latente uma ameaça E um canto maior que todo medo Espalhando amor por onde passa </p>",sergio natureza / tunai
Los Hermanos,0,Yo tengo tantos hermanos Que no los puedo contar En el valle en la montaña En la pampa y en el mar Cada cual con sus trabajos Con sus sueños cada cual Con la esperanza delante Con los recuerdos detrás Yo tengo tantos hermanos Que no los puedo contar </p>Gente de mano caliente Por eso de la amistad Con um lloro para llorarlo Con un rezo para rezar Con un horizonte abierto Que siempre esta más allá Y esa fuerza pa buscarlo Con tezón y voluntad Cuando parece más cerca Es cuando se aleja más Yo tengo tantos hermanos Que no los puedo contar</p>Y asi seguimos andando Curtidos de soledad Nos perdemos por el mundo Nos volvemos a encontrar Y asi nos reconocemos Por el lejano mirar Por las coplas que mordemos Semillas de imensidad Y así seguimos andando Curtidos de soledad Y en nosotros nuestros muertos Pa que nadie quede atrás Yo tengo tantos hermanos Que no los puedo contar Y una hermana muy hermosa Que se llama libertad</p>,atahualpa yupanqui
Louvação,0,"Vou fazer a louvação Louvação, louvação Do que deve ser louvado Ser louvado, ser louvado Meu povo, preste atenção Atenção, atenção Repare se estou errado Louvando o que bem merece Deixo o que é ruim de lado E louvo, pra começar Da vida o que é bem maior Louvo a esperança da gente Na vida, pra ser melhor Quem espera sempre alcança Três vezes salve a esperança! Louvo quem espera sabendo Que pra melhor esperar Procede bem quem não pára De sempre mais trabalhar Que só espera sentado Quem se acha conformado </p>Vou fazendo a louvação Louvação, louvação Do que deve ser louvado Ser louvado, ser louvado Quem 'tiver me escutando Atenção, atenção Que me escute com cuidado Louvando o que bem merece Deixo o que é ruim de lado Louvo agora e louvo sempre O que grande sempre é Louvo a força do homem E a beleza da mulher Louvo a paz pra haver na terra Louvo o amor que espanta a guerra Louvo a amizade do amigo Que comigo há de morrer Louvo a vida merecida De quem morre pra viver Louvo a luta repetida Da vida pra não morrer</p>Vou fazendo a louvação Louvação, louvação Do que deve ser louvado Ser louvado, ser louvado De todos peço atenção Atenção, atenção Falo de peito lavado Louvando o que bem merece Deixo o que é ruim de lado Louvo a casa onde se mora De junto da companheira Louvo o jardim que se planta Pra ver crescer a roseira Louvo a canção que se canta Pra chamar a primavera Louvo quem canta e não canta Porque não sabe cantar Mas que cantará na certa Quando enfim se apresentar O dia certo e preciso De toda a gente cantar</p>E assim fiz a louvação Louvação, louvação Do que vi pra ser louvado Ser louvado, ser louvado Se me ouviram com atenção Atenção, atenção Saberão se estive errado Louvando o que bem merece Deixando o ruim de lado</p>",gilberto gil / torquato neto
Luiza,0,"Lua, Espada nua Boia no céu imensa e amarela Tão redonda a lua Como flutua Vem navegando o azul do firmamento E no silêncio lento Um trovador, cheio de estrelas Escuta agora a canção que eu fiz Pra te esquecer Luiza Eu sou apenas um pobre amador Apaixonado Um aprendiz do teu amor Acorda amor Que eu sei que embaixo desta neve mora um coração </p>Vem cá, Luiza Me dá tua mão O teu desejo é sempre o meu desejo Vem, me exorciza Me dá tua boca E a rosa louca Vem me dar um beijo E um raio de sol Nos teus cabelos Como um brilhante que partindo a luz Explode em sete cores Revelando então os sete mil amores Que eu guardei somente pra te dar Luiza</p>Vem cá, Luiza Me dá tua mão O teu desejo é sempre o meu desejo Vem, me exorciza Me dá tua boca E a rosa louca Vem me dar um beijo E um raio de sol Nos teus cabelos Como um brilhante que partindo a luz Explode em sete cores Revelando então os sete mil amores Que eu guardei somente pra te dar Luiza</p>",tom jobim
Lunik 9,0,"Poetas, seresteiros, namorados, correi  É chegada a hora de escrever e cantar  Talvez as derradeiras noites de luar  Momento histórico, simples resultado do desenvolvimento da ciência viva  Afirmação do homem normal, gradativa sobre o universo natural  Sei lá que mais  Ah, sim! Os místicos também profetizando em tudo o fim do mundo  E em tudo o início dos tempos do além  Em cada consciência, em todos os confins  Da nova guerra ouvem-se os clarins  Guerra diferente das tradicionais, guerra de astronautas nos espaços siderais  E tudo isso em meio às discussões, muitos palpites, mil opiniões  Um fato só já existe que ninguém pode negar, 7, 6, 5, 4, 3, 2, 1, já!  E lá se foi o homem conquistar os mundos lá se foi  Lá se foi buscando a esperança que aqui já se foi  Nos jornais, manchetes, sensação, reportagens, fotos, conclusão:  A lua foi alcançada afinal, muito bem, confesso que estou contente também  A mim me resta disso tudo uma tristeza só  Talvez não tenha mais luar pra clarear minha canção  O que será do verso sem luar?  O que será do mar, da flor, do violão?  Tenho pensado tanto, mas nem sei  Poetas, seresteiros, namorados, correi  É chegada a hora de escrever e cantar  Talvez as derradeiras noites de luar </p>",gilberto gil
Madalena,1,Madalena O meu peito percebeu Que o mar é uma gota Comparado ao pranto meu </p>Fique certa Quando o nosso amor desperta Logo o Sol se desespera E se esconde lá na serra</p>Madalena O que é meu não se divide Nem tão pouco se admite Quem do nosso amor duvide</p>Até a Lua se arrisca num palpite Que o nosso amor existe Forte ou fraco alegre ou triste</p>Madalena O meu peito percebeu Que o mar é uma gota Comparado ao pranto meu</p>Fique certa Quando o nosso amor desperta Logo o Sol se desespera E se esconde lá na serra</p>Madalena O que é meu não se divide Nem tão pouco se admite Quem do nosso amor duvide</p>Até a Lua se arrisca num palpite Que o nosso amor existe Forte ou fraco alegre ou triste</p>Ê Madalena O que é meu não se divide Nem tão pouco se admite Quem do nosso amor duvide</p>Até a Lua se arrisca num palpite Que o nosso amor existe Forte ou fraco alegre ou triste</p>,ivan lins / ronaldo monteiro de souza
Mancada,0,"O dinheiro que eu lhe dei Pro tamborim Não vá gastar depois jogar a culpa em mim O dinheiro que eu lhe dei Não é meu não É da escola por favor não mete a mão Você lembra muito bem No outro carnaval Você chorou porque não pode desfilar A fantasia que eu mandei você comprar Não ficou pronta porque o dinheiro Que eu lhe dei pra costurar Você, hum, hum Eu nem vou dizer Pra não lhe envergonhar </p>",gilberto gil
Manhã de amor,0,"É manhã, vem o sol, Vem trazer o calor, Que aquece a emoção, De um olhar, De um aperto de mão, Vem a chuva, também, Vem chorar a alegria do retorno de alguém, De um amor, Numa terna ilusão, E se faz lá no céu, O enlace da chuva e do sol, A natureza sorri, É tão lindo o matiz do arrebol, Já se fez a manhã do amor, Já se pôs o arco-íris além, Vem a chuva, Vem o sol, Com eles, meu bem. Que se faz lá no céu, O enlace da chuva e do sol, A natureza sorri, É tão lindo o matiz do arrebol, Já se fez a manhã do amor, Já se pôs o arco-íris além, Vem a chuva, Vem o sol, Com eles, meu bem. </p>",sergio malta
Mania de Gostar,0,"Mania boba é essa da gente De gostar de alguém Alguém que nos faz um pouquinho Feliz quando vem Alguém que quando vai Não diz pra onde, nem porquê Tá te deixando saudade Fazendo a gente sofrer </p>Não vá outra vez meu amor Não vá pra longe de mim Esse negócio de saudade Não foi feito pra mim Com você aqui bem perto Juntinho do meu coração Não viverei mais Nessa solidão</p>Não vá outra vez meu amor Não vá pra longe de mim Esse negócio de saudade Não foi feito pra mim Com você aqui bem perto Juntinho do meu coração Não viverei mais Nessa solidão</p>Não vá outra vez meu amor Não vá pra longe de mim Esse negócio de saudade Não foi feito pra mim Com você aqui bem perto Juntinho do meu coração Não viverei mais Nessa solidão</p>",luiz mauro
Manifesto,0,"A minha música não traz mensagem E não faz chantagem ou guerra fria E nem fala em ideologia Eu vim apenas para lhes falar De uma grande perda Que eu não sei Se é da direita ou da esquerda E o que m'importa se a censura corta Pois eu gosto dela se é vermelha Ou se é verde e amarela Ó camarada, companheiro, amigo Ela foi embora E, o pior, que foi contigo! Para mim foi um grande golpe Não sei se de Estado ou armado Ou talvez de coração Só sei dizer que a dor foi muito grande E a minha vida inteira transformou-se Numa enorme agitação Já que assim termina o meu mandato Pois eu fui cassado e deportado Pra bem longe de você Ó minha amada, quero lhe dizer Que sem o seu amor Eu posso até morrer - laialaiá Ó minha amada, eu quero lhe dizer Que sem o seu amor Eu posso até morrer </p>",mariozinho rocha
Marambaia,0,"Eu tenho uma casinha lá na Marambaia Fica na beira da praia Só vendo que beleza Tem uma trepadeira que na primavera Fica toda florescida de brincos de princesa </p>Quando chega o verão, eu sento na varanda Pego o meu violão e começo a cantar E o meu moreno, que tá sempre bem disposto Senta ao meu lado e começa a cantar</p>Eu tenho uma casinha lá na Marambaia Fica na beira da praia  Só vendo que beleza Tem uma trepadeira que na primavera Fica toda florescida de brincos de princesa</p>Quando chega o verão, eu sento na varanda Pego o meu violão e começo a cantar E o meu moreno, que tá sempre bem disposto Senta ao meu lado e começa a cantar</p>Quando chega a tarde um bando de andorinhas Voa em revoada fazendo verão E lá na mata, o sabiá gorjeia Linda melodia pra alegrar meu coração</p>Às seis horas o sino da capela Toca as badaladas da Ave-Maria A lua nasce por detrás da serra Anunciando que acabou o dia</p>",henricao / rubens campos
Maravilha,0,"Maravilha Ilha de luz Quero tua cor mulata A tua verde mata Os teus mares azuis Maravilha </p>Também quero o teu bagaço A força do teu braço O afago dos teus calos Quero os teus regalos Encharcados de suor Antilha</p>Ilha de amor Jura que a felicidade É mais que uma vontade É mais que uma quimera Ai, eu quero uma lembrança Eu quero uma esperança A tua primavera Ai, eu quero um teu pedaço Entorna o teu melaço Sobre a minha terra</p>",buarque / chico
Marcha da Quarta feira de Cinzas,0,"Acabou nosso carnaval, ninguém, ouve cantar canções Ninguém passa mais brincando feliz E nos corações saudades e cinzas foi o que restou Pelas ruas o que se vê é uma gente que nem se vê Que nem se sorri, se beija e se abraça E sai caminhando, dançando e cantando cantigas de amor E no entanto é preciso cantar Mais que nunca é preciso cantar É preciso cantar e alegrar a cidade A tristeza que a gente tem qualquer dia vai se acabar Todos vão sorrir, voltou a esperança É o povo que dança, contente da vida feliz a cantar Porque são tão tantas coisas azuis, há tão grandes promessas de luz Tanto amor para amar que a gente nem sabe Quem me dera viver pra ver e brincar outros carnavais Que marchas tão lindas E o povo cantando seu canto de paz </p>",carlos lyra / vinicius de moraes
Maria do Maranhão,0,"Maria, pobre Maria Maria do Maranhão Que vive por onde anda E anda de pé no chão </p>Maria desceu escada Atravessou o país Procurava muito pouco Muito pouco, ser feliz</p>Nem feliz queria ser Que feliz não pode ser Quem anda pelas estradas Atravessando o país</p>Maria, pobre Maria Maria do Maranhão Que vive por onde anda E anda de pé no chão</p>Maria seguiu estrada A estrada de uma estrela Maria não viu a estrela Maria é só na estrada</p>Mas muita gente seguiu A estrela que ela não viu E vai dizer pra Maria Que tudo tem solução</p>Até mesmo pra Maria Maria do Maranhão Que vive por onde anda Que anda de pé no chão</p>",carlos lyra
Maria Rosa,0,"Vocês estão vendo aquela mulher de cabelos brancos  Vestindo farrapos, calçando tamancos  Pedindo nas portas pedaços de pão  A conheci quando moca, era um anjo de formosa  Seu nome é Maria Rosa, seu sobrenome Paixão  Os trapos de sua veste não é só necessidade  Cada um para ela representa uma saudade  Ou de um vestido de baile, ou de um presente talvez  Que algum dos seus apaixonados lhe fez  Quis certo dia Maria por a fantasia dos tempos passados  pôr em sua galeria uns novos apaixonados  Essa mulher que outrora a tanta gente encantou  Nem um olhar teve agora, nem um sorriso encontrou  Então dos velhos vestidos que foram outrora sua predileção  Mandou fazer esta capa de recordação  Vocês, Marias de agora, amem somente uma vez  Pra que mais tarde essa capa não sirva em vocês </p>",lupicinio rodrigues
"Maria, Maria",1,"Maria, Maria É um dom, uma certa magia, Uma força que nos alerta Uma mulher que merece viver e amar Como outra qualquer do planeta </p>Maria, Maria É o som, é a cor, é o suor É uma dose mais forte e lenta</p>De uma gente que ri quando deve chorar E não vive, apenas aguenta</p>Mas é preciso ter força É preciso ter raça É preciso ter gana sempre Quem traz no corpo a marca Maria, Maria Mistura a dor e a alegria</p>Mas é preciso ter manha É preciso ter graça É preciso ter sonho sempre Quem traz na pele essa marca Possui a estranha mania De ter fé na vida</p>",f. brant / m.nascimento
Mas Que Nada,0,"Hu há, há, há, há, hi</p>Oooô lariá laiô obá obá obá Oooô ooô ooô lariá laiô obá obá obá </p>Mas que nada  Sai da minha frente eu quero passar O samba está animado  Que eu quero é sambar E esse samba que é misto de maracatu É samba de preto velho Samba de preto tu  Mas que nada  Um samba como esse tão legal Você não vai querer que eu chegue no final</p>Oooô lariá laiô obá obá obá Oooô ooô ooô lariá laiô obá obá obá</p>Mas que nada  Sai da minha frente eu quero passar O samba está animado  O que eu quero é sambar E esse samba que é misto de maracatu É samba de preto velho Samba de preto tu  Mas que nada  Um samba como esse tão legal Você não vai querer que eu chegue no final</p>Oooo lariá laiô hobá hobá hobá Oooo ooô lariá laiô hobá hobá hobá</p>Vocalização</p>",jorge ben jor
Me Chama,0,"Chove lá fora e aqui Faz tanto frio Me dá vontade de saber </p>Aonde está você Me telefona Me chama, me chama, me chama</p>Nem sempre se vê Mágica no absurdo</p>Nem sempre se vê Mágica no absurdo Cadê você?</p>Tá tudo cinza sem você Tá tão vazio e a noite fica sem por quê</p>Aonde está você Me telefona Me chama, me chama, me chama</p>Nem sempre se vê Lágrimas no escuro Nem sempre se vê Lágrimas no escuro Cadê você?</p>",nao identificado
Me Deixa Em Paz,0,"Paz Eu não aguento mais Me deixa em paz Sai de mim Me deixa em paz </p>Vá, nosso fogo se apagou Nosso jogo terminou Vai pra onde Deus quiser Já é hora de você partir Não adianta mais ficar</p>",ivan lins / ronaldo monteiro de souza
Me Deixas Louca,0,"Quando caminho pela rua lado a lado com você Me deixas louca E quando escuto o som alegre do teu riso Que me dá tanta alegria Me deixas louca </p>Me deixas louca quando vejo mais um dia Pouco a pouco entardecer E chega a hora de ir pro quarto escutar As coisas lindas que começas a dizer Me deixas louca</p>Quando me pedes por favor que nossa lâmpada se apague Me deixas louca Quando transmites o calor de tuas mãos Pro meu corpo que te espera Me deixas louca</p>E quando sinto que teus braços se cruzaram em minhas costas Desaparecem as palavras Outros sons enchem o espaço Você me abraça, a noite passa E me deixas louca</p>",armando manzanero / paulo coelho
Medley Falso Brilhante,0,"(Música desconhecida) Já fui pobre, já fui jornaleiro Hoje tenho o meu casal Rude lida enfrentando altaneiro Conquistei meu ideal Graças graças ao cruzeiro do trabalho bom fanal Hoje vivo ledo e audivo Nesta terra abençoada Nesta pátria Minha amada </p>Mede o gado, reponto, cavalo Oh, regalo! Sou feliz! No conforto da paz, a família feliz Na alegria que a frase bem diz Ah ah ah ah doce paz Ah ah ah ah ar feliz Ah ah ah ah Como é bom viver assim a cantar Sou feliz!</p>(O guarani) Do sol aos raios fúlgidos ao céu de puro anil Erguendo o vulto atlético num gesto varonil Da américa do sul o filho mais gentil Aqui se ostenta intrépido o colossal brasil</p>(Uno) Si yo tuviera el corazón El mismo que perdí, A olvidar el que ayer Lo destrozó Y pudiera amarte Me abrazaría a tu ilusión Para llorar tu amor</p>(Olhos verdes) Vem de uma remota batucada Numa cadência bem marcada Que uma baiana tem no andar E nos seus requebros e maneiras Na graça toda das palmeiras Esguias de altaneiras a balançar!</p>(Singin' in the rain) I'm singin' in the rain Just singin' in the rain What a glorious feeling I'm happy again I'm laughing at clouds So dark up above The sun's in my heart And I'm ready for love</p>(Nel blu depinto di blu (volare)) Volare...oh, oh!...eh! Cantare...oh, oh, oh, oh! Nel blu, dipinto di blu Felice di stare lassù</p>(Hymne a l'amour) Le ciel bleu sur nous peut s'effondrer Et la terre peut bien s'écrouler Peu m'importent les grand problèmes Mon amour puisque je t'aimes</p>(La puerta) La puerta se cerró detrás de ti Y nunca más volviste a aparecer Dejaste abandonada la ilusión Que había en mi corazón por ti</p>(Gira, gira (yira, yira)) Verás que tudo é mentira Verás que nada é amor Que os outros pouco se importam Gira... Gira... Mesmo vencido na vida Mesmo gemendo de dor Não esperes nunca um auxílio Uma ajuda, ou um favor</p>(Diz que tem) Ela diz que tem Diz que tem, diz que tem Diz que tem, diz que tem Diz que tem, diz que tem Diz que tem Tem pele morena e o corpo gentil (febril) E dentro do peito o amor do brasil</p>Cantei em são paulo, cantei no pará Tomei chimarrão e comi vatapá Eu sou brasileira, minha raça não nega Que a minha bandeira é verde e amarela</p>(Canta brasil) Brasil, minha voz enternecida Já dourou os teus brasões Na expressão mais comovida Das mais ardentes canções</p>Também, na beleza deste céu Onde o azul é mais azul Aquarela do brasil Eu cantei de norte a sul</p>(Aquarela do brasil) Abre a cortina do passado Abre a cortina do passado Tira a mãe preta do cerrado Bota o rei congo no congado Brasil, pra mim Brasil, pra mim</p>(Canta brasil) No céu, no mar, na terra Canta brasil, canta brasil! (Oba!)</p>No céu, no mar, na terra Canta brasil, canta brasil! (Oba!)</p>No céu, no mar, na terra Canta brasil, canta brasil! (Oba!)</p>",nao identificado
Meio De Campo,0,"Prezado amigo Afonsinho  Eu continuo aqui mesmo  Aperfeiçoando o imperfeito  Dando tempo, dando um jeito  Desprezando a perfeição  Que a perfeição é uma meta  Defendida pelo goleiro  Que joga na seleção  E eu não sou Pelé, nem nada  Se muito for eu sou um Tostão  Fazer um gol nesta partida não é fácil, meu irmão  Entrou de bola, e tudo! </p>",gilberto gil
Meio-Termo,0,Ah! Como eu tenho me enganado! Como tenho me matado Por ter demais confiado Nas evidências do amor </p>Como tenho andado certo Como tenho andado errado Por seu carinho inseguro Por meu caminho deserto</p>Como tenho me encontrado Como tenho descoberto A sombra leve da morte Passando sempre por perto E o sentimento mais breve Rola no ar e descreve</p>A eterna cicatriz Mais uma vez Mais de uma vez Quase que fui feliz A barra do amor é que ele é meio ermo A barra da morte é que ela não tem meio-termo</p>,cacaso / lourenco baeta
Memorias de Marta Saré,0,"A casa lá na fazenda  A lua clareando a porta  Deixando um brilho claro  Nas pedras dos degraus  Cristal de lua  Pra dentro, Marta Saré  Pra dentro, Marta Saré  Pra dentro, Marta Saré  Pra dentro...  </p>O rosário obrigatório  O jantar, lá na cozinha  Todo dia à mesma hora  As histórias de Dorinha  Pra dentro, Marta Saré  Pra dentro, Marta Saré  Pra dentro, Marta Saré  Pra dentro  Pra dentro </p>A lanterna azul partida  A dor, a palmatória, a raiva  A cantiga mais sentida  Um galope de cavalo  Moço Severino  Pra dentro, Marta Saré  Pra dentro, Marta Saré  Pra dentro, Marta Saré  Pra dentro </p>Bate forte o coração  Dor no peito magoado  O sorriso mais sem jeito  Do primeiro namorado  Pra dentro, Marta Saré  Pra dentro, Marta Saré  Pra dentro, Marta Saré  Pra dentro  Pra dentro</p>",tetes raides
Meninas  da Cidade,0,"Meninas da cidade Fátima Guedes Composição: fátima guedes </p>São 12 pancadas, 12 badaladas Sol a pino, a telha vã Esquenta o pó da minha casa Esquenta a bilha d'água De tanto que fervem na minha mão Agulha e pano Armas de todo dia Na minha mão Tesouro e fé e pé Na mesma tábua em falso Destino e pé descalço Desde manhã sentada e presa aqui Rasgando as sedas das rainhas Os brancos das donzelas Que no escuro da cidade alguém há de despir Ninguém verá tão belas Filhas da falsidade A vila é tão pequena e infeliz sem elas que... Que são doze pancadas, são doze ruelas Que desgraçadamente sempre vão dar Numa mesma praça seca, de noite suspirada, De noite tão imensamente farta das paixões do dia. De noite suficientemente larga pras bandalharias.</p>Meninas que se vêem chegando aqui: cinturas ainda finas; medir felicidade. No rosto a marca dos batons das senhoras de bem, as damas da cidade. No peito arfante O roxo das mordidas mais ferozes Filhos da mesma terra, andantes e viajores, rapazes e senhores de mais realidade.</p>São doze pancadas, já são doze dadas. A lua a pino, e eu já sei que vou entrar na madrugada rematando bainhas, pregando rendas que amanhã vai ser o baile das rainhas. Amanhã já se sabe que elas vão fazer a história da cidade. São muito cinderelas.</p>",fatima guedes
Menino,0,"Quem cala sobre teu corpo Consente na tua morte Talhada a ferro e fogo Nas profundezas do corte Que a bala riscou no peito </p>Quem cala, morre contigo Mais morto que estás agora Relógio no chão da praça Batendo, avisando a hora Que a raiva traçou No incêndio repetindo O brilho de teu cabelo</p>Quem grita, vive contigo</p>",milton nascimento / ronaldo bastos
Menino das Laranjas,0,"Menino que vai pra feira Vender sua laranja até se acabar Filho de mãe solteira Cuja ignorância tem que sustentar </p>É madrugada, vai sentindo frio Porque se o cesto não voltar vazio A mãe já arranja um outro pra laranja Esse filho vai ter que apanhar</p>Compra laranja menino e vai pra feira...</p>É madrugada, vai sentindo frio Porque se o cesto não voltar vazio A mãe já arranja um outro pra laranja Esse filho vai ter que apanhar</p>Compra laranja, laranja, laranja, doutor Ainda dou uma de quebra pro senhor!</p> Lá, no morro, a gente acorda cedo E é só trabalhar E comida é pouca e muita roupa Que a cidade manda pra lavar</p>De madrugada, ele, menino, acorda cedo Tentando encontrar Um pouco pra poder viver até crescer E a vida melhorar</p>Compra laranja, doutor Ainda dou uma de quebra pro senhor! Compra laranja, doutor Ainda dou uma de quebra pro senhor! Compra laranja, laranja, laranja, doutor Ainda dou uma de quebra pro senhor!</p>Lá, no morro, a gente acorda cedo E é só trabalhar Comida é pouca e muita roupa Que a cidade manda pra lavar</p>De madrugada, ele, menino, acorda cedo Tentando encontrar Um pouco pra poder viver até crescer E a vida melhorar</p>Compra laranja, doutor Ainda dou uma de quebra pro senhor! Compra laranja, doutor Ainda dou uma de quebra pro senhor! Ainda dou... uma de quebra pro senhor! Compra laranja doutor, que eu dou uma de quebra pro senhor, seu doutor! Compra laranja doutor, seu doutor!</p>",theo
Menino do Rio,0,"Menino do rio, calor que provoca arrepio Dragão tatuado no braço, calção corpo aberto no espaço  Coração de eterno flerte, adoro ver-te  Menino vadio, tensão flutuante do Rio  Eu canto pra Deus proteger-te  O Hawaí seja aqui, tudo o que sonhares  Todos os lugares, as ondas dos mares  Pois quando eu te vejo eu desejo o teu desejo Menino do rio, calor que provoca arrepio Toma esta canção como um beijo </p>",caetano veloso
Mesmo de Mentira,0,"Diz, mesmo de mentira Que eu sou tudo pra você Diz, mesmo de mentira Que a seu lado eu vou viver </p>Diz, prefiro a mentira Pois a verdade é ruim Diz, mesmo de mentira Diz que você gosta de mim</p>Quero viver na ilusão Pois afinal não machuca o coração Se a verdade me faz mal Eu não vou fazer da minha vida um carnaval Mente, é melhor assim Diz que você gosta de mim</p>",carlos imperial
Meu Pequeno Mundo De Ilusão,0,"Oh vem, meu doce bem Ao meu pequeno mundo de ilusão São teus os sonhos meus No meu pequeno mundo de ilusão Só tu então Serás a inspiração E neste mundo terás meu coração E se, meu doce bem Vieres aplacar estas paixão Serão somente teus O meu pequeno mundo e a ilusão Eu sempre quis Contigo, coração, Viver feliz Em meu mundo de ilusão E se, meu doce bem Vieres aplacar estas paixão Serão somente teus O meu pequeno mundo e a ilusão Eu sempre quis Contigo, coração, Viver feliz Em meu mundo de ilusão </p>",nao identificado
Meus Olhos,0,"(2x): Meus olhos Saudades que eu trago Do amor de você Meus olhos Silêncio Que espera de alguém Que não vem </p>(2x): Ah, se você entendesse A beleza que trazem em si Ah, se você entendesse A beleza do amor Que eu trago em meus olhos Voltaria pra mim</p>Meus olhos Saudades que eu trago Do amor de você Meus olhos Silêncio Que espera de alguém Que não vem</p>",tom jobim
Minha,0,"Minha, vai ser minha Desde a hora que nasceste Minha, não te encontro Só sei que estás perto E tão longe no silêncio Noutro amor ou numa estrada Que não deixa seres minha </p>Como sejas, onde estejas Vou te achar, vou me entregar, vou Vou te amar e é tanto amor Que até pode assustar Não temas essa imensa sede Que ao teu corpo vou levar</p>Minha és e sou só teu Sai de onde estás pra eu te ver Pois tudo tem que acontecer Tem de ser, tem, tem de ser, vem Para sempre, para sempre Para sempre</p>",francis hime
Moda de Sangue,0,"Quando te prendo Na cadeia dos abraços E te torturo E te sufoco entre meus braços </p>E te fuzilo Com os olhos do desejo Te mordendo No gosto do meu beijo</p>Quando te arranho Te lanho de delícia Vertendo sangue Do teu corpo de malícia</p>Quando te xingo Com palavras obscenas Como jurasse As juras mais serenas</p>Quando me vingo Dos males que me fazes Com frases De maldade e veneno</p>Sinto, meu amor Que o amor é isso Essas coisas Muito fora de juízo</p>Sinto, meu amor Que o amor é isso Essas coisas Muito fora de juízo</p>",ivaldo roque / jeronimo jardim
Modinha,0,"Não, não pode mais meu coração Viver assim dilacerado Escravizado a uma ilusão Que é só desilusão Ah, não seja a vida sempre assim Como um luar desesperado A derramar melancolia em mim Poesia em mim Vai, triste canção, sai do meu peito E semeia emoção Que chora dentro do meu coração Coração </p>",antonio carlos jobim / vinicius de moraes
